video_id,question,answer,pred_answer,task
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What appliance does the person in the video handle?,The heat regulator of the cooker.,The person handles a dishwasher.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What part of the kitchen furniture does the person interact with?,Drawers.,The person interacts with the kitchen cabinets and drawers.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the person controlling the cooking temperature?,Operating the heat regulator.,The person is using a black-handled knife to turn the stove burner.,Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be inferred from the person's actions with the drawers?,Searching or organizing.,"The person's actions with the drawers suggest they are organizing or retrieving items, indicating a sense of purpose and routine in the kitchen.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking taking place?,"No direct cooking, only preparation.","Yes, the clip shows the cooking process, including the preparation of the tortillas and the cooking of the tortillas in the oven.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person successfully cut the vegetables?,Yes.,"Yes, the person successfully cut the tomatoes into smaller pieces.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Was the heat regulator adjusted to a specific level?,"Yes, it was operated.","Yes, the heat regulator was adjusted to a specific level, as indicated by the '2' on the control panel.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person use any other kitchen tools besides knives?,Heat regulator only mentioned.,"Yes, the person also used a spatula and a fork.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before wrapping the sauce in flat bread?,No,Yes.,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut vegetables before operating the heat regulator on the cooker?,Yes,"Yes, you must cut vegetables before operating the heat regulator on the cooker.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the drawer opened before the vegetables are chopped?,No,Yes.,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does wrapping sauce in flat bread happen after cutting vegetables?,Yes,"Yes, after cutting vegetables, the person places the sliced tomatoes on a cutting board and then proceeds to wrap the tomatoes in a flatbread.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I open the cabinet before chopping the vegetables?,No,"Yes, you open the cabinet before chopping the vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before wrapping the sauce in flat bread?,Chopping vegetables,"Just before wrapping the sauce in flat bread, the person places the tomato halves on the cutting board and starts slicing them into thin pieces.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What takes place right before operating the heat regulator of the cooker?,Cutting vegetables with knives,"A person is seen opening the oven door, revealing the interior of the oven, and then operating the heat regulator of the cooker.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is shown in this video clip?,A kitchen.,The video clip shows a kitchen setting with a countertop and a stove where the cooking process is taking place.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is being performed with tomatoes?,Cutting tomatoes.,The task being performed with tomatoes is transferring them from a container to a frying pan.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there an electronic device being used in this scene?,"Yes, a mobile phone.",Yes.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the sauce being utilized in the cooking process?,By spreading it on flatbreads.,"The sauce is being poured over the rolled tortillas, which are being prepared for the next step in the cooking process.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is occurring aside from food preparation?,Operating a mobile phone.,"Aside from food preparation, the activity occurring is the person using a smartphone to take a photo of the food preparation process.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What manual task is depicted involving food items?,"Cutting vegetables, specifically tomatoes.","The manual task depicted involves the person preparing tortillas, which are rolled and placed on a tray.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is someone chopping vegetables in the video?,Yes.,"Yes, someone is chopping vegetables on the counter in the video.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the sauce being poured into a bowl?,"No, it's being rolled in flatbreads.","No, the sauce is being poured into a pan on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is a cooking activity happening in a bedroom?,"No, it's happening in a kitchen.","No, the kitchen is not a bedroom; it is a cooking activity taking place in a kitchen.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the frame capture the act of grilling or frying?,No.,"No, the frame captures the act of frying, as the person is seen holding a tortilla with a spatula, indicating the process of cooking.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, are vegetables cut before the heat regulator is operated?",Yes,"Yes, the vegetables are cut before the heat regulator is operated.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does rolling sauce in flatbreads occur after cutting tomatoes?,Yes,"Yes, after cutting tomatoes, the rolling sauce is added to the flatbreads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the opening of the drawers happen before using the mobile phone?,No,"No, the opening of the drawers happens after the mobile phone is used.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heat regulator operated before rolling sauce in flatbreads?,No,"Yes, the heat regulator is turned on before rolling sauce in flatbreads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before rolling sauce in flatbreads?,Cutting tomatoes with a knife.,"Just before rolling sauce in flatbreads, the person places a tortilla on the pan and starts to roll it.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before operating the heat regulator?,Cutting vegetables with knives.,"Just before operating the heat regulator, the person is seen holding a red container, possibly containing a spice or seasoning, and is about to adjust the heat setting on the stove.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done just before opening drawers in the kitchen?,Operating the heat regulator of the cooker.,"Just before opening drawers, the person is seen holding a tortilla, preparing to place it into the pan.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity occurs just before operating a mobile phone?,Rolling sauce in flatbreads.,"Just before operating a mobile phone, the person is seen holding a plate with rolled tortillas, preparing to place them into a pan.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before the vegetables are chopped?,No,"Yes, the cabinet is opened before the vegetables are chopped.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does operating the heat regulator happen after chopping vegetables?,Yes,"Yes, after chopping vegetables, the heat regulator is turned on, and the person adjusts the heat to ensure the vegetables are cooked evenly.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is wrapping sauce in flat bread before cutting vegetables?,No,"Yes, wrapping sauce is in the flat bread before cutting vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I use the mobile phone before opening drawers?,Yes,"No, you do not use the mobile phone before opening drawers.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the cabinet is opened in the video?,Chopping vegetables,"Just before the cabinet is opened, the person is seen holding a plate with a tortilla, ready to place it into the pan.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs immediately before operating the heat regulator?,Cutting vegetables with knives,"A person with red nail polish is seen holding a smartphone, likely checking the cooking progress or recording the video.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do right before rolling sauce in flat breads?,Cutting tomatoes,You should roll the sauce in the flat breads.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place just before using the mobile phone?,Rolling sauce in flat breads,"Just before using the mobile phone, the person is seen holding a red container, possibly a container of sauce or seasoning, and appears to be preparing to use it.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done directly before opening drawers in the kitchen?,Operating the heat regulator.,"The person is seen preparing tortillas, which are then placed on a tray on the stove.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the latest video frame?,A kitchen.,The setting of the latest video frame is a kitchen with a countertop where the person is preparing food.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be seen on the stove in the video clip?,A pan with shawarma filling and bread.,"On the stove, there are two pots with different types of food being cooked, a blender, a bowl of chopped vegetables, and a cutting board with chopped tomatoes and onions.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How many pans are on the stove in the video?,Two pans.,There are two pans on the stove in the video.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What objects are visible on the kitchen counter in the video?,Ingredients and utensils.,"On the kitchen counter, there are a knife, a cutting board with chopped tomatoes, a bowl of chopped green herbs, a bowl of chopped red tomatoes, a blender, a container of grated cheese, a container of chopped onions, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic, a container of minced ginger, a container of minced garlic,",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What cooking process is happening in the new frames?,Shawarma filling is being prepared.,"The new frames show the person preparing a dish that involves rolling tortillas filled with a mixture of vegetables and meat, cooking them in a pan on the stove.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action was the cook performing?,Adding bread to the shawarma filling.,"The cook was preparing food, specifically rolling tortillas and adding ingredients to them.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the cook interacting with the food?,By stirring and combining ingredients.,"The cook is actively involved in the cooking process, using various tools and ingredients to prepare the food.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the cook's technique in the video clip.,Carefully scooping and spreading filling onto bread.,"The cook demonstrates a methodical approach to preparing the food, starting with the preparation of the tortillas, followed by the cooking of the filling in the pan, and finally, the assembly of the tortillas. The cooking process is well-coordinated, with the tortillas being rolled and placed on the pan, and the filling being cooked in the pan.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one dish being cooked simultaneously?,Yes.,"Yes, there are two dishes being cooked simultaneously on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cook wearing any protective gloves in the video?,No.,"Yes, the cook is wearing red nail polish in the video.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the addition of toppings to the shawarma?,No.,"Yes, the video captures the addition of toppings to the shawarma, as the person adds chopped tomatoes and green herbs to the shawarma wrap.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated before rolling sauce in flat breads?,No,"Yes, the mobile phone is operated before rolling sauce in flat breads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut the tomatoes before preparing the shawarma?,Yes,"Yes, you can cut the tomatoes before preparing the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before cutting tomatoes?,No,"Yes, the shawarma is prepared before cutting tomatoes by placing the sliced tomatoes on a white plate and then adding chopped onions and cilantro to it.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I roll sauce in flat breads after cutting tomatoes?,Yes,"Yes, you roll sauce in flat breads after cutting tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated after preparing the shawarma?,Yes,"Yes, the mobile phone is operated after preparing the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action occurs just before I operated the mobile phone?,Rolling sauce in flat breads,"Just before I operated the mobile phone, the person is seen holding a bowl of chopped tomatoes and a spoon, preparing to add them to the pot on the stove.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before cutting the tomatoes?,"Nothing, it is the first action.","Before cutting the tomatoes, you should chop the tomatoes into smaller pieces.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before preparing the shawarma?,Operating the mobile phone,"Just before preparing the shawarma, the person is seen holding a bowl of chopped tomatoes and onions, ready to add them to the shawarma wrap.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, did I open the kitchen drawers before cutting vegetables?",No,"Yes, you opened the kitchen drawers before cutting vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the cooking of shawarma happen before regulating the cooker's heat?,Yes,"Yes, the cooking of shawarma happens before regulating the cooker's heat.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the mobile phone operated after the sauce is rolled in flatbreads?",Yes,"Yes, the mobile phone is operated after the sauce is rolled in flatbreads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is heat regulation done before cutting tomatoes with a knife?,No,"Yes, the person is seen holding a knife and cutting tomatoes with a spatula, indicating that heat regulation has been done before cutting tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do I do before cooking shawarma?",Cut vegetables,"Before cooking shawarma, you first prepare the filling by mixing the ingredients in a bowl.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the setting shown in the video clip.,A kitchen where shawarma is being prepared.,"The video takes place in a kitchen with a Christmas tree in the background, indicating a festive atmosphere. The kitchen is well-equipped with various cooking utensils and ingredients, including a large pot of chili, a tray of rolled tortillas, and a tray of rolled tortillas with filling. The scene is bustling with activity, with hands actively engaged in preparing food, including rolling tortillas, stirring, and adding toppings to them.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is happening in these new frames?,Shawarma is being filled with ingredients.,"In these new frames, a person is preparing a dish that involves rolling tortillas filled with a meat mixture and vegetables, and then cooking a sauce in a pan. The person is using a spatula to stir the sauce, and there are various ingredients and utensils on the counter, including a bowl of shredded cheese and a container of spices.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video making a meal?,Yes.,Yes,Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen the main location in these frames?,Yes.,"Yes, the kitchen is the main location in these frames, as it is the central setting where the cooking process is taking place.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the moment of grilling meat for the shawarma?,No.,"Yes, the video captures the moment of grilling meat for the shawarma, as the person is seen grilling the meat in a pan on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are spices being added to the food in this clip?,No.,"Yes, spices are being added to the food in the pan on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma filling added to the bread before wrapping it?",Yes,Yes,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the chopping of vegetables occur before heating the pan?,No,"Yes, the chopping of vegetables occurs before heating the pan.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the stove turned off before removing the pan from heat?,Yes,Yes,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the bread placed on the pan before adding fillings?",Yes,Yes,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma served before adding sauce?,No,"Yes, the shawarma is served with the sauce after it is added.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before adding the shawarma filling to the bread?,Chop vegetables,"Before adding the shawarma filling to the bread, you should first roll the tortilla and place it on the tray.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done before turning off the stove?,Cook shawarma,"Before turning off the stove, the person is seen holding a spatula and stirring the filling in the pan.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the immediate step before serving the shawarma?,Add sauce,The immediate step before serving the shawarma is spreading the meat mixture onto the wrap.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sauce added to the flat bread before cutting the tomatoes?",No,"No, the sauce is not added to the flat bread before cutting the tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person operate the mobile phone after rolling the sauce in the flat breads?,Yes,"Yes, the person operates the mobile phone after rolling the sauce in the flat breads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before the tomatoes are cut with a knife?,Yes,"Yes, the shawarma is prepared before the tomatoes are cut with a knife.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does rolling the sauce happen before the shawarma preparation?",No,"No, the sauce is added to the shawarma before the shawarma is rolled.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the flat bread used before operating the mobile phone?,Yes,"Yes, the flat bread is used before operating the mobile phone.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is portrayed in the latest clip?,A kitchen setting.,"The latest clip portrays a festive kitchen setting with a Christmas tree in the background, adding a holiday touch to the scene.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is featured in the frame?,Preparing shawarma.,"The activity featured in the frame is the preparation of a dish involving tortillas, greens, and other ingredients.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma preparation process completed in the clip?,No.,"Yes, the shawarma preparation process is completed in the clip, as the shawarma is fully assembled and ready to be served.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person visible in the kitchen?,No.,"Yes, there is another person visible in the kitchen, standing near the counter and observing the cooking process.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking appliances being used?,No.,"No, the clip does not show any cooking appliances being used; it focuses on the preparation of the food.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any sign of food already cooked in the scene?,No.,"Yes, there is a bowl of chili in the background, suggesting that the food preparation is ongoing.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the frame wearing gloves?,No.,"No, the person is not wearing gloves.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat added to the shawarma wrap before chopping the herbs?",No,"No, the meat is not added to the shawarma wrap before chopping the herbs.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma wrap prepared before the vegetables are chopped?",Yes,"Yes, the shawarma wrap is prepared before the vegetables are chopped.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does chopping herbs happen after the vegetables are mixed in the bowl?,No,"Yes, the person continues to chop the herbs in the bowl after the vegetables are mixed in.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma meat cooked before the vegetables are cut?,Yes,"No, the shawarma meat is not cooked before the vegetables are cut.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the shawarma meat is added to the wrap in the video?,The vegetables are mixed in a bowl,"Just before the shawarma meat is added to the wrap, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the wrap.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place before the wrap is rolled up in the video?,The meat and vegetables are added to it,"Before the wrap is rolled up, the person is seen holding a bowl of chopped green vegetables and preparing to roll it up.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat placed on the bread before adding vegetables?",No,"No, the meat is not placed on the bread before adding vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the bread toasted before spreading the meat on it?,No,"No, the bread is not toasted before spreading the meat on it.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the chopping of vegetables shown before the frying of meat?",Yes,Yes,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video show adding condiments after the meat is placed on the bread?,Yes,"No, the video does not show adding condiments after the meat is placed on the bread.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the meat is added to the bread in the video?,Vegetables are chopped,"Just before the meat is added to the bread, the person is seen holding a bowl of chopped green vegetables, likely cilantro, and preparing to add it to the bread.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do we see happening before the bread is picked up?",Vegetables being sautéed,"Before the bread is picked up, we see a person standing in front of a Christmas tree, wearing a blue shirt, and a Christmas tree decoration.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"Before the chopping of vegetables, what event is shown in the clip?",Preparing other ingredients,"Before the chopping of vegetables, the clip shows a Christmas tree decorated with lights and ornaments, indicating the holiday season.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What does the cook do before adding condiments to the shawarma?,Place meat on the bread,The cook adds a red chili pepper to the shawarma before adding condiments.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of this scene?,A kitchen.,"The setting of this scene is a kitchen with a Christmas tree in the background, indicating a festive or holiday season.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What culinary activity is taking place?,Preparing shawarma.,"The culinary activity taking place is the preparation of a dish involving tortillas, meat, and a sauce.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Which type of cuisine is being worked on?,"Middle Eastern, specifically shawarma.",The cuisine being worked on is Mexican.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are any other tasks being carried out besides cooking?,"No, just cooking.","Yes, the person is also preparing tortillas and adding toppings to them, as well as stirring a pot of chili.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen residential or commercial?,It appears residential.,"The kitchen appears to be residential, as indicated by the Christmas tree and the festive decorations.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is any equipment being used in the action?,"Yes, a knife for chopping.","Yes, a cutting board and a knife are visible in the background, suggesting that some kitchen equipment is being used.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person cooking alone or with others?,The clip only shows one person cooking.,"The person is cooking alone, as there are no other people visible in the image.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person in this scene?,No.,"Yes, there is another person visible in the scene, partially visible on the left side.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Has the meal been completed in this frame?,No.,"Yes, the meal has been completed in this frame, with the person holding a tortilla filled with a mixture of meat and vegetables, and the tortilla being prepared to be folded into a burrito.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video cleaning?,No.,"No, the person is not cleaning; they are actively preparing food.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does this clip show the finished shawarma dish?,No.,"Yes, the clip shows the finished shawarma dish, with the filling being fully incorporated into the wrap, and the person is seen holding the completed dish.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are there any children present in this video?,No.,"No, there are no children present in the video.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma prepared after I washed the vegetables?",No,"Yes, the shawarma is prepared after I washed the vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, do I chop the parsley before assembling the shawarma?",Yes,"Yes, you chop the parsley before assembling the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does cutting tomatoes occur before the marinating of meat?,Yes,"Yes, the person is seen cutting tomatoes before the marinating of meat.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the garlic crushed before the tzatziki sauce is mixed?",Yes,"Yes, the garlic is crushed before the tzatziki sauce is mixed.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the lettuce shredded after the hummus is spread on the bread?,Yes,Yes,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens before I season the shawarma meat?,Chopping onions,"Before seasoning the shawarma meat, the person places the shawarma wrap on a plate and then adds a spoonful of the meat mixture to it.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do just before wrapping the shawarma?,Adding sauces,I place the shawarma on a plate and roll it up.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs before I put the shawarma on the grill?,Skewing meat,"Before placing the shawarma on the grill, the person is seen holding a tortilla, spreading a mixture of meat and vegetables on it, and then placing it into a pan filled with a brown sauce.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, what action precedes slicing the cooked shawarma?",Removing from heat,The action that precedes slicing the cooked shawarma is placing the cooked shawarma onto the plate.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is completed before garnishing the dish with parsley?,Placing the shawarma on the plate.,The task of adding the filling to the tortillas is completed before garnishing them with parsley.,What event order
