"video_id","question","answer","pred_answer","task"
"000001","What occurs just before wrapping the sauce in flat bread?","Chopping vegetables","Just before wrapping the tortillas in flat bread, the person is seen placing a tomato on top of the tortilla/INFO and then slicing it into thin slices.","What event order"
"000001","What takes place right before operating the heat regulator of the cooker?","Cutting vegetables with knives","A person is seen opening the ovenNECTO oven door, revealing a pot on the stovetop.","What event order"
"000002","What setting is shown in this video clip?","A kitchen.","The setting shown in the video clip is a kitchen/INFO","Scene Summary"
"000002","What task is being performed with tomatoes?","Cutting tomatoes.","The task performed is preparing a dish that involves cooking and cooking (possibly a burrito (or tortilla) wrap, as indicated by the presence of rolled-up tortillas, onions, and other ingredients (likely beans or rice).","Scene Summary"
"000002","Is there an electronic device being used in this scene?","Yes, a mobile phone.","Yes.","Scene Summary"
"000002","How is the sauce being utilized in the cooking process?","By spreading it on flatbreads.","The sauce is being poured into the tortillas/INFO's, which are rolled up and ready to be cooked.","Action Caption"
"000002","What activity is occurring aside from food preparation?","Operating a mobile phone.","Aside from food preparation, there is a person using a spatula to scoop and spread the filling of the tortillas onto the rolled enchiladas.","Action Caption"
"000002","What manual task is depicted involving food items?","Cutting vegetables, specifically tomatoes.","The manual task depicted involves rolling tortillas and scooping filling from a pot.","Action Caption"
"000002","Is someone chopping vegetables in the video?","Yes.","No, the video does not show any chopping of vegetables. The focus is on the cooking process and the preparation of the food/INFO","Whether Something Happened(Y/N)"
"000002","Is the sauce being poured into a bowl?","No, it's being rolled in flatbreads.","No, the sauce is being poured into a pan on the stove.","Whether Something Happened(Y/N)"
"000002","Is a cooking activity happening in a bedroom?","No, it's happening in a kitchen.","No, the kitchen is in a kitchen/INFO","Whether Something Happened(Y/N)"
"000002","Does the frame capture the act of grilling or frying?","No.","Yes, the frame captures the act of grilling.","Whether Something Happened(Y/N)"
"000002","In the video, are vegetables cut before the heat regulator is operated?","Yes","Yes, the vegetables are cut before the heat regulator is operated.","Order Judging(Y/N)"
"000002","Does rolling sauce in flatbreads occur after cutting tomatoes?","Yes","Yes, after cutting tomatoes, the rolling sauce is added to the flatbreads.","Order Judging(Y/N)"
"000002","Does the opening of the drawers happen before using the mobile phone?","No","Yes, the opening of the drawers/INFO drawers happens before using the mobile phone.","Order Judging(Y/N)"
"000002","Is the heat regulator operated before rolling sauce in flatbreads?","No","Yes, the heat regulator is turned on before rolling sauce in flatbreads.","Order Judging(Y/N)"
"000002","What occurs just before rolling sauce in flatbreads?","Cutting tomatoes with a knife.","Just before rolling sauce in flatbreads, the person uses a spatula to spread some of the sauce evenly over the dough.","What event order"
"000002","What happens just before operating the heat regulator?","Cutting vegetables with knives.","Just before operating the heat regulator, the person is seen/INFO","What event order"
"000002","What is done just before opening drawers in the kitchen?","Operating the heat regulator of the cooker.","Just before opening drawers, the person places a tortilla wrap on a tray and begins to open it.","What event order"
"000002","What activity occurs just before operating a mobile phone?","Rolling sauce in flatbreads.","Just before operating a mobile phone, the person is seen preparing to cook by rolling out dough on a tray.","What event order"
"000002","Is the cabinet opened before the vegetables are chopped?","No","Yes.","Order Judging(Y/N)"
"000002","Does operating the heat regulator happen after chopping vegetables?","Yes","Yes, the person is seen/INFO","Order Judging(Y/N)"
"000002","Is wrapping sauce in flat bread before cutting vegetables?","No","Yes.","Order Judging(Y/N)"
"000002","Do I use the mobile phone before opening drawers?","Yes","Yes, the mobile phone is placed on a drawer/INFO","Order Judging(Y/N)"
"000002","What happens just before the cabinet is opened in the video?","Chopping vegetables","Just before the cabinet is opened, a person is seen.)","What event order"
"000002","What occurs immediately before operating the heat regulator?","Cutting vegetables with knives","The person places the tortillas/INFO con carne asparagus on a plate.","What event order"
"000002","What do I do right before rolling sauce in flat breads?","Cutting tomatoes","You should roll the sauce in a small bowl to ensure it is evenly smooth and well-coated.","What event order"
"000002","What action takes place just before using the mobile phone?","Rolling sauce in flat breads","Just before using the mobile phone, a hand is seen holding a red container with a spoon inside.","What event order"
"000002","What is done directly before opening drawers in the kitchen?","Operating the heat regulator.","The person is seen/INFO","What event order"
"000003","What is the setting of the latest video frame?","A kitchen.","The setting of the latest video frame is a kitchen with various cooking utensils and ingredients on the counter.","Scene Summary"
"000003","What can be seen on the stove in the video clip?","A pan with shawarma filling and bread.","On the stove, there are two tortillas being rolled up and placed on a tray.","Scene Summary"
"000003","How many pans are on the stove in the video?","Two pans.","There are two pans on the stove in the video.","Scene Summary"
"000003","What objects are visible on the kitchen counter in the video?","Ingredients and utensils.","Visible objects on the kitchen counter include a cutting board with chopped vegetables, a bowl of diced tomatoes, and a container labeled 'TIGER'.","Scene Summary"
"000003","What cooking process is happening in the new frames?","Shawarma filling is being prepared.","The new frames show the person preparing tortillas, adding toppings to them and then placing them on a pan with a mixture of meat and vegetables.","Action Caption"
"000003","What action was the cook performing?","Adding bread to the shawarma filling.","The cook was preparing food, specifically rolling tortillas and adding ingredients to them.","Action Caption"
"000003","How is the cook interacting with the food?","By stirring and combining ingredients.","The cook is actively engaged in the cooking process, using various utensils and ingredients to prepare the food.","Action Caption"
"000003","Describe the cook's technique in the video clip.","Carefully scooping and spreading filling onto bread.","The cook demonstrates a meticulous technique by carefully placing the tortillas on the griddle, ensuring they are evenly cooked. The cooking process is well-coordinated and visually appealing, with the vibrant colors of the ingredients contrasting against the dark stovetop.","Action Caption"
"000003","Is there more than one dish being cooked simultaneously?","Yes.","Yes.","Whether Something Happened(Y/N)"
"000003","Is the cook wearing any protective gloves in the video?","No.","No.","Whether Something Happened(Y/N)"
"000003","Does the video capture the addition of toppings to the shawarma?","No.","Yes, the video captures the addition of toppings to the shawarma by placing a dollop of white cheese on top and adding chopped green herbs.","Whether Something Happened(Y/N)"
"000003","Is the mobile phone operated before rolling sauce in flat breads?","No","No, the mobile phone is not operated before rolling sauce in flat breads.","Order Judging(Y/N)"
"000003","Do I cut the tomatoes before preparing the shawarma?","Yes","Yes, the person in the video is seen cutting the tomatoes before preparing the shawarma.","Order Judging(Y/N)"
"000003","Is the shawarma prepared before cutting tomatoes?","No","Yes.","Order Judging(Y/N)"
"000003","Do I roll sauce in flat breads after cutting tomatoes?","Yes","Yes, you roll sauce in flat breads after cutting tomatoes.","Order Judging(Y/N)"
"000003","Is the mobile phone operated after preparing the shawarma?","Yes","Yes.","Order Judging(Y/N)"
"000003","What action occurs just before I operated the mobile phone?","Rolling sauce in flat breads","Just before I operated the mobile phone, a person is seen holding a bowl of chopped tomatoes.","What event order"
"000003","What do I do before cutting the tomatoes?","Nothing, it is the first action.","Before cutting the tomatoes, you should chop them into small pieces.","What event order"
"000003","What occurs just before preparing the shawarma?","Operating the mobile phone","Just before preparing the shawarma, a person is seen holding a bowl of chopped tomatoes and garlic.","What event order"
"000003","In the video, did I open the kitchen drawers before cutting vegetables?","No","Yes, the person in the video opens a drawer to retrieve some vegetables before cutting them.","Order Judging(Y/N)"
"000003","Does the cooking of shawarma happen before regulating the cooker's heat?","Yes","Yes, the cooking of shawarma happens before regulating the cooker's heat.","Order Judging(Y/N)"
"000003","In the video, is the mobile phone operated after the sauce is rolled in flatbreads?","Yes","Yes, the mobile phone is operated after the sauce is rolled in flatbreads.","Order Judging(Y/N)"
"000003","Is heat regulation done before cutting tomatoes with a knife?","No","Yes, the person is seen holding a knife and cutting tomatoes with a spatula before starting to cut them into smaller pieces.","Order Judging(Y/N)"
"000003","In the video sequence, what do I do before cooking shawarma?","Cut vegetables","Before cooking shawarma, I open the microwave and place a bowl of chopped tomatoes on the countertop.","What event order"
"000004","Describe the setting shown in the video clip.","A kitchen where shawarma is being prepared.","The video takes place in a kitchen with a Christmas tree decorated with lights and ornaments, creating a festive atmosphere. The countertop is cluttered with various ingredients and cooking utensils, including a large pot of chili, a bowl of shredded cheese, and several bottles of spices. A person wearing red nail polish is seen preparing food on the counter, adding more ingredients to the dish.","Scene Summary"
"000004","What is happening in these new frames?","Shawarma is being filled with ingredients.","In these new frames, a person is seen holding a smartphone with the camera facing them. They are likely taking a photo or recording a video of the cooking process.","Action Caption"
"000004","Is the person in the video making a meal?","Yes.","Yes.","Whether Something Happened(Y/N)"
"000004","Is the kitchen the main location in these frames?","Yes.","Yes.","Whether Something Happened(Y/N)"
"000004","Does the video capture the moment of grilling meat for the shawarma?","No.","Yes, the video captures the moment of grilling meat for the shawarma.","Whether Something Happened(Y/N)"
"000004","Are spices being added to the food in this clip?","No.","Yes, spices are being added to the food in this clip.","Whether Something Happened(Y/N)"
"000004","In the video, is the shawarma filling added to the bread before wrapping it?","Yes","Yes","Order Judging(Y/N)"
"000004","Does the chopping of vegetables occur before heating the pan?","No","Yes, the chopping of vegetables occurs before heating the pan.","Order Judging(Y/N)"
"000004","Is the stove turned off before removing the pan from heat?","Yes","Yes.","Order Judging(Y/N)"
"000004","In the video, is the bread placed on the pan before adding fillings?","Yes","Yes","Order Judging(Y/N)"
"000004","Is the shawarma served before adding sauce?","No","Yes.","Order Judging(Y/N)"
"000004","What do I do before adding the shawarma filling to the bread?","Chop vegetables","Before adding the shawarma filling to the bread, you should first prepare the tortillas.","What event order"
"000004","What is done before turning off the stove?","Cook shawarma","Before turning off the stove, the person places a red container on the counter and adjusts the spatula to ensure it is properly positioned.","What event order"
"000004","What is the immediate step before serving the shawarma?","Add sauce","The immediate step before serving the shawarma is placing the rolled-up wraps on a tray.","What event order"
"000004","In the video, is the sauce added to the flat bread before cutting the tomatoes?","No","Yes","Order Judging(Y/N)"
"000004","Does the person operate the mobile phone after rolling the sauce in the flat breads?","Yes","Yes, the person operates the mobile phone after rolling the sauce in the flat breads.","Order Judging(Y/N)"
"000004","Is the shawarma prepared before the tomatoes are cut with a knife?","Yes","Yes.","Order Judging(Y/N)"
"000004","In the video, does rolling the sauce happen before the shawarma preparation?","No","No, the sauce is added to the shawarma before rolling it.","Order Judging(Y/N)"
"000004","Is the flat bread used before operating the mobile phone?","Yes","Yes.","Order Judging(Y/N)"
"000005","What setting is portrayed in the latest clip?","A kitchen setting.","The latest clip portrays a festive setting, likely Christmas, with the kitchen decorated and adorned with Christmas decorations.","Scene Summary"
"000005","What activity is featured in the frame?","Preparing shawarma.","The activity featured in the frame is cooking, specifically preparing a dish that includes tortillas and green leafy vegetables.","Scene Summary"
"000005","Is the shawarma preparation process completed in the clip?","No.","Yes.","Whether Something Happened(Y/N)"
"000005","Is there more than one person visible in the kitchen?","No.","Yes.","Whether Something Happened(Y/N)"
"000005","Does the clip show any cooking appliances being used?","No.","Yes, the clip shows a microwave being used to heat up some of the ingredients.","Whether Something Happened(Y/N)"
"000005","Is there any sign of food already cooked in the scene?","No.","Yes, there is a bowl of chili in the background that suggests some food has already been cooked.","Whether Something Happened(Y/N)"
"000005","Is the person in the frame wearing gloves?","No.","No.","Whether Something Happened(Y/N)"
"000005","In the video, is the meat added to the shawarma wrap before chopping the herbs?","No","No, the meat is not added to the shawarma wrap before chopping the herbs.","Order Judging(Y/N)"
"000005","In the video, is the shawarma wrap prepared before the vegetables are chopped?","Yes","Yes.","Order Judging(Y/N)"
"000005","Does chopping herbs happen after the vegetables are mixed in the bowl?","No","Yes, the person continues to chop herbs on the cutting board after mixing the vegetables in the bowl.","Order Judging(Y/N)"
"000005","Is the shawarma meat cooked before the vegetables are cut?","Yes","No, the shawarma meat is not cooked before the vegetables are cut.","Order Judging(Y/N)"
"000005","What happens just before the shawarma meat is added to the wrap in the video?","The vegetables are mixed in a bowl","Just before the shawarma meat is added to the wrap, a person adds fresh green herbs from a bowl into a metal bowl.","What event order"
"000005","What action takes place before the wrap is rolled up in the video?","The meat and vegetables are added to it","Before the wrap is rolled up, a person places the green leaves into a bowl and then uses their hands to roll it.","What event order"
"000005","In the video, is the meat placed on the bread before adding vegetables?","No","No, the meat is not placed on the bread before adding vegetables.","Order Judging(Y/N)"
"000005","Is the bread toasted before spreading the meat on it?","No","No, the bread is not toasted before spreading the meat on it.","Order Judging(Y/N)"
"000005","In the clip, is the chopping of vegetables shown before the frying of meat?","Yes","Yes","Order Judging(Y/N)"
"000005","Does the video show adding condiments after the meat is placed on the bread?","Yes","No, the video does not show adding condiments after the meat is placed on the bread.","Order Judging(Y/N)"
"000005","What occurs just before the meat is added to the bread in the video?","Vegetables are chopped","Just before the meat is added to the bread, a person with red nail polish adds more green leaves from the lettuce into a bowl.","What event order"
"000005","In the video sequence, what do we see happening before the bread is picked up?","Vegetables being sautéed","Before the bread is picked up, we see a person standing in front of a Christmas tree decorated with lights and ornaments. The kitchen counter is cluttered with various ingredients and utensils, including bowls, bottles, and a cutting board.","What event order"
"000005","Before the chopping of vegetables, what event is shown in the clip?","Preparing other ingredients","The clip shows a Christmas tree decorated with lights and ornaments, indicating the event is likely around the holiday season.","What event order"
"000005","What does the cook do before adding condiments to the shawarma?","Place meat on the bread","The cook adds a red spice to the shawarma before adding condiments.","What event order"
"000006","What is the setting of this scene?","A kitchen.","The setting of this scene is a kitchen with various cooking utensils and ingredients on the counter.","Scene Summary"
"000006","What culinary activity is taking place?","Preparing shawarma.","The culinary activity is the preparation of a dish involving tortillas, meat, and a sauce.","Scene Summary"
"000006","Which type of cuisine is being worked on?","Middle Eastern, specifically shawarma.","The cuisine being worked on is likely Mexican, as indicated by the ingredients and cooking process.","Scene Summary"
"000006","Are any other tasks being carried out besides cooking?","No, just cooking.","Yes, the person is also preparing tortillas and adding them to the pot of chili.","Scene Summary"
"000006","Is the kitchen residential or commercial?","It appears residential.","The kitchen is residential.","Scene Summary"
"000006","Is any equipment being used in the action?","Yes, a knife for chopping.","Yes, a microwave is visible in the background.","Action Caption"
"000006","Is the person cooking alone or with others?","The clip only shows one person cooking.","The person is cooking alone, as there are no other people visible in the image.","Action Caption"
"000006","Is there more than one person in this scene?","No.","Yes, there is another person visible in the background of the scene.","Whether Something Happened(Y/N)"
"000006","Has the meal been completed in this frame?","No.","Yes, the meal appears to be complete with all ingredients and preparations in progress.","Whether Something Happened(Y/N)"
"000006","Is the person in the video cleaning?","No.","No.","Whether Something Happened(Y/N)"
"000006","Does this clip show the finished shawarma dish?","No.","Yes, the clip shows the finished shawarma dish with a bowl of sauce and additional ingredients on the counter.","Whether Something Happened(Y/N)"
"000006","Are there any children present in this video?","No.","No, there are no children present in the video.","Whether Something Happened(Y/N)"
"000006","In the video, is the shawarma prepared after I washed the vegetables?","No","Yes","Order Judging(Y/N)"
"000006","In the video, do I chop the parsley before assembling the shawarma?","Yes","Yes, the person chops the parsley before assembling the shawarma.","Order Judging(Y/N)"
"000006","Does cutting tomatoes occur before the marinating of meat?","Yes","Yes, the person is seen cutting tomatoes before the marinating of meat.","Order Judging(Y/N)"
"000006","In the clip, is the garlic crushed before the tzatziki sauce is mixed?","Yes","Yes","Order Judging(Y/N)"
"000006","Is the lettuce shredded after the hummus is spread on the bread?","Yes","No, the lettuce is not shredded after the hummus is spread on the bread.","Order Judging(Y/N)"
"000006","What happens before I season the shawarma meat?","Chopping onions","Before seasoning the shawarma meat, a person places a tortilla on a plate and adds a portion of the cooked meat to it.","What event order"
"000006","What do I do just before wrapping the shawarma?","Adding sauces","You should place the shawarma on a plate or tray and roll it up.","What event order"
"000006","What occurs before I put the shawarma on the grill?","Skewing meat","Before placing the shawarma on the grill, the person is seen preparing a bowl of chili and adding it to the pan.","What event order"
"000006","In the video, what action precedes slicing the cooked shawarma?","Removing from heat","Slicing the cooked shawarma is preceded by placing a tortilla on top of it.","What event order"
"000006","What task is completed before garnishing the dish with parsley?","Placing the shawarma on the plate.","Before garnishing the dish with parsley, the task of spreading a mixture on the tortillas is completed.","What event order"
"000006","In the kitchen, is shawarma added to the pita before chopping the herbs?","No","Yes","Order Judging(Y/N)"
"000006","Are the herbs chopped before the shawarma is cooked?","Yes","Yes, the herbs are chopped before the shawarma is cooked.","Order Judging(Y/N)"
"000006","Is the pita prepared before any cooking starts?","No","Yes, the pita is prepared and placed on a tray before any cooking starts.","Order Judging(Y/N)"
"000006","Is the pan on the stove before chopping the herbs?","Yes","No.","Order Judging(Y/N)"
"000006","What happens before the pita is filled with shawarma?","Shawarma is cooked.","Before filling the pita with shawarma, it is first rolled out and then filled with a mixture of meat and vegetables.","What event order"
"000006","What is the action performed after placing the pan on the stove?","Cooking shawarma.","The action performed after placing the pan on the stove is stirring a mixture of cooked meat and vegetables in the pan.","What event order"
"000007","What is the setting shown in the video clip?","A kitchen.","The setting shown in the video clip is a kitchen with various ingredients and utensils scattered around, including bowls of food, bottles, jars, and a Christmas tree decoration.","Scene Summary"
"000007","Which dish is being prepared in this video?","Shawarma.","The dish being prepared in this video is tortillas.","Scene Summary"
"000007","Are there any decorations visible in the video scene?","Yes, a Christmas tree.","Yes, there is a Christmas tree visible in the background of the video scene.","Scene Summary"
"000007","What appliances are present in the video scene?","A stove and fridge are visible.","The appliances present in the video scene include a stove, a blender, and an oven.","Scene Summary"
"000007","Is the kitchen depicted as clean or messy?","It appears clean.","The kitchen is described as being messy, with various ingredients and utensils scattered around.","Scene Summary"
"000007","Is any cooking appliance being used in the frames?","The stove is being used.","Yes, a blender is being used in the frames.","Action Caption"
"000007","Is there any evidence of recent cooking in the video?","Yes, a pan is on the stovetop.","Yes, there are several bowls and containers with food items that suggest recent cooking activity.","Action Caption"
"000007","Is food being cooked or assembled?","Assembled, as shawarma is being prepared.","Yes, food is being cooked or assembled.","Action Caption"
"000007","Does the clip show any ingredient being chopped or sliced?","No, not depicted in the clip.","Yes, the clip shows a person chopping or slicing ingredients on a cutting board.","Action Caption"
"000007","Is there a person visible in the video clip?","No.","Yes.","Whether Something Happened(Y/N)"
"000007","Does the clip include any festive decorations?","Yes.","Yes.","Whether Something Happened(Y/N)"
"000007","Can you see any finished dish in the clip?","No.","Yes, the finished dish is a plate of tacos with various toppings.","Whether Something Happened(Y/N)"
"000007","Does the clip show someone doing the dishes?","No.","Yes, the clip shows someone washing dishes in a sink.","Whether Something Happened(Y/N)"
"000007","Is there any visible flame or food being cooked directly?","No.","Yes, there is visible smoke or steam rising from the pot on the stove.","Whether Something Happened(Y/N)"
"000008","What is the setting of the latest video clip?","The setting is a kitchen.","The setting of the latest video clip is a kitchen with Christmas decorations in the background.","Scene Summary"
"000008","Describe the activity being carried out.","Cooking or food preparation is being performed.","The activity being carried out is preparing a meal, specifically making tortillas and adding cheese to them. The person is using a grater to grate cheese into a bowl, then placing the grated cheese back into the bowl with the tortillas.","Scene Summary"
"000008","Does the person open the refrigerator in the video?","Yes.","Yes.","Whether Something Happened(Y/N)"
"000008","In the video, is the refrigerator opened before the cheese is retrieved?","Yes","Yes.","Order Judging(Y/N)"
"000008","Is the kitchen light turned on after I enter the room?","No","Yes.","Order Judging(Y/N)"
"000008","Do I start preparing shawarma before setting the ingredients on the counter?","No","Yes, you start preparing shawarma before setting the ingredients on the counter.","Order Judging(Y/N)"
"000008","In the video, is the tree decorated before I begin cooking?","Yes","Yes, the tree is decorated with Christmas lights and ornaments before I begin cooking.","Order Judging(Y/N)"
"000009","What's the setting of the video clip?","In a kitchen.","The setting of the video clip is a kitchen with Christmas decorations in the background.","Scene Summary"
"000009","What objects are present in this scene?","Glass cup, glass bowls, steel bowls, whipping cream, flour, eggs, whisker.","The objects present in this scene include a Christmas tree decorated with lights and ornaments, various kitchen items such as bottles of spices, bowls, eggs, flour, cheese, and a cutting board.","Scene Summary"
"000009","What is the main activity taking place?","Baking preparation.","The main activity is preparing a dish by mixing ingredients and adding cheese to it.","Scene Summary"
"000009","Are there any kitchen appliances visible?","Yes, a stove and a sink.","Yes, there are kitchen appliances visible in the background.","Scene Summary"
"000009","Can you identify the ingredients used?","Heavy whipping cream, flour, and eggs.","Yes, the ingredients used include a bowl of shredded cheese, a container of eggs, and a bowl of flour.","Scene Summary"
"000009","What is being prepared in the kitchen?","A baking recipe.","A dish that appears to be a burrito or wrap is being prepared in the kitchen.","Action Caption"
"000009","What action does the person perform with the eggs?","Cracking and whipping them.","The person pours the eggs into a mixing bowl and mixes them with a whisk.","Action Caption"
"000009","What tool is used for whipping the eggs?","A whisker.","A whisk is used for whipping the eggs.","Action Caption"
"000009","Where are the ingredients placed after being prepared?","In glass and steel bowls.","The ingredients are placed in a plastic container on the counter.","Action Caption"
"000009","How are the ingredients combined?","Poured into bowls and whipped.","The ingredients are combined by mixing the yellow mixture with the red ingredient, then pouring it into a bowl and whisking until well combined.","Action Caption"
"000009","Is there an egg crate visible in the scene?","Yes.","Yes.","Whether Something Happened(Y/N)"
"000009","Did the person crack eggs from both a slab and the fridge?","Yes.","Yes, the person cracked eggs from both a slab and the fridge.","Whether Something Happened(Y/N)"
"000009","Were the flour and whipping cream poured into separate containers?","Yes.","Yes, the flour and whipping cream were poured into separate containers.","Whether Something Happened(Y/N)"
"000009","Is the heavy whipping cream poured before cracking the eggs?","Yes","Yes.","Order Judging(Y/N)"
"000009","Is the flour added to the bowl before the eggs are cracked?","Yes","No, the flour is added to the bowl after the eggs are cracked.","Order Judging(Y/N)"
"000009","What did I do just before whipping the eggs in the video?","Crack the eggs into steel bowls","You did nothing before whipping the eggs.","What event order"
"000009","What takes place just before flour is poured into a bowl?","Pouring cream into a glass cup","Before flour is poured into a bowl, the person uses their hands to mix ingredients in a yellow mixture.","What event order"
"000009","What do we see happening before the egg crate is put in the fridge?","Cracking eggs on the slab","Before the egg crate is put in the fridge, we see a Christmas tree decorated with lights and ornaments.","What event order"
"000009","What occurs just before the shawarma preparation in the video?","Taking the egg crate out of the fridge","Just before the shawarma preparation, a person is seen opening an open refrigerator to retrieve ingredients.","What event order"
"000009","In the video, is the egg cracked into the bowl before the cream is poured?","No","Yes.","Order Judging(Y/N)"
"000009","Does the egg crate go back into the fridge after the eggs are cracked?","Yes","No, the egg crate is left on the counter after the eggs are cracked.","Order Judging(Y/N)"
"000009","In the video, is the flour poured into the bowl after the egg is cracked?","Yes","No, the flour is poured into the bowl after the egg is cracked.","Order Judging(Y/N)"
"000009","Does the preparation of shawarma occur before the cream is poured into the cup?","Yes","Yes, the preparation of shawarma occurs before the cream is poured into the cup.","Order Judging(Y/N)"
"000009","What happens just before the egg crate is put back in the fridge?","The eggs are cracked.","Just before the egg crate is put back in the fridge, a person opens the refrigerator and retrieves an empty container.","What event order"
"000009","What occurs just before the whipping of the egg?","The egg is cracked into the bowl.","Just before the whipping of the egg, a person opens a plastic container filled with shredded cheese and adds it to the bowl.","What event order"
"000009","In the video, what do we see happening before the flour is poured into the bowl?","The cream is poured into a cup.","Before the flour is poured into the bowl, we see a person with red nail polish mixing ingredients in two bowls.","What event order"
"000009","What happens just before the cream is poured into the cup?","Shawarma is prepared.","Just before the cream is poured into the cup, a person places a red nail polish on their nails.","What event order"
"000010","What is the setting of the video clip?","In a kitchen.","The setting of the video clip is a kitchen with various ingredients and utensils scattered on the counter.","Scene Summary"
"000010","What ingredients are combined in the mixture?","Egg, cheese, baking soda, cream, sugar, vegetables.","The mixture includes a red ingredient, possibly tomatoes or chili peppers, and is topped with shredded cheese.","Scene Summary"
"000010","What utensil is used to stir the mixture?","A spatula.","A blue spatula is used to stir the mixture.","Scene Summary"
"000010","Where is the dough placed after removal from the fridge?","On a board on a slab in the kitchen.","The dough is placed on the counter.","Scene Summary"
"000010","What does the person do with the dough and mixture?","Stir the mixture; place dough on board.","The person mixes the dough and mixture in a bowl, then transfers it to a plate.","Scene Summary"
"000010","What preparation is shown in the video clip?","Making some food involving a mixed batter.","The preparation shown in the video clip includes preparing a dish by mixing ingredients, adding cheese to it, and then placing the mixture into an oven.","Action Caption"
"000010","What sequence of actions is depicted in the clip?","Stirring mixture, retrieving, placing dough.","The sequence of actions depicted in the clip includes preparing ingredients, cooking a dish, and then cleaning up.","Action Caption"
"000010","Does the person whip cream into the mixture?","Yes.","Yes, the person whisks cream into the mixture.","Whether Something Happened(Y/N)"
"000010","Does the person transfer the mixture to another container?","No.","Yes","Whether Something Happened(Y/N)"
"000010","Is the dough placed in an oven?","No.","No, the dough is not placed in an oven; it is being prepared on a countertop.","Whether Something Happened(Y/N)"
"000010","Does the person knead the dough in the clip?","No.","Yes, the person kneads the dough in the clip.","Whether Something Happened(Y/N)"
"000010","Is there a moment when sugar is added to the mixture?","No (sugar was already added before).","Yes, there is a moment when sugar is added to the mixture in the final scene.","Whether Something Happened(Y/N)"
"000010","Was the cream poured into a cup before the eggs were cracked?","Yes","Yes, the cream was poured into a cup before the eggs were cracked.","Order Judging(Y/N)"
"000010","Was the mixture stirred before the dough was brought out?","Yes","Yes, the mixture was stirred before the dough was brought out.","Order Judging(Y/N)"
