row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
11,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What tool does the person in the video use?,Knives.,The person uses a large knife to cut the tomatoes.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
12,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What appliance does the person in the video handle?,The heat regulator of the cooker.,The person handles a stove.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
13,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What part of the kitchen furniture does the person interact with?,Drawers.,The person interacts with the kitchen cabinets and drawers.,Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
14,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the person controlling the cooking temperature?,Operating the heat regulator.,The person is using a black-handled knife to turn the stove burner.,Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
15,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be inferred from the person's actions with the drawers?,Searching or organizing.,"The person's actions with the drawers suggest they are organizing or retrieving items, possibly to prepare for a meal.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
16,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking taking place?,"No direct cooking, only preparation.","Yes, the clip shows a cooking process in progress.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
17,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person successfully cut the vegetables?,Yes.,"Yes, the person successfully cut the tomatoes into smaller pieces.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
18,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Was the heat regulator adjusted to a specific level?,"Yes, it was operated.","Yes, the heat regulator was adjusted to a specific level.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
19,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person use any other kitchen tools besides knives?,Heat regulator only mentioned.,"Yes, the person also used a spatula and a fork.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
20,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before wrapping the sauce in flat bread?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
21,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut vegetables before operating the heat regulator on the cooker?,Yes,"Yes, you must cut vegetables before operating the heat regulator on the cooker.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
22,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the drawer opened before the vegetables are chopped?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
23,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does wrapping sauce in flat bread happen after cutting vegetables?,Yes,"Yes, after cutting vegetables, the person places a piece of dough on top of the tomato slices and then wraps it in a flatbread.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
24,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I open the cabinet before chopping the vegetables?,No,"Yes, you open the cabinet before chopping the vegetables.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
25,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before wrapping the sauce in flat bread?,Chopping vegetables,"Just before wrapping the sauce in flat bread, a hand is seen holding a black spatula and preparing to place it into the oven.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
26,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What takes place right before operating the heat regulator of the cooker?,Cutting vegetables with knives,"A person is seen opening the oven door, revealing a pot on the stove.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
27,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is shown in this video clip?,A kitchen.,The video clip shows a kitchen setting with various cooking utensils and ingredients on the counter.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
28,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is being performed with tomatoes?,Cutting tomatoes.,The task being performed with tomatoes is transferring them from a container to the pan.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
29,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there an electronic device being used in this scene?,"Yes, a mobile phone.",Yes.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
30,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the sauce being utilized in the cooking process?,By spreading it on flatbreads.,"The sauce is being poured over the rolled tortillas, which are then placed into a frying pan on the stove.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
31,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is occurring aside from food preparation?,Operating a mobile phone.,"Aside from food preparation, the activity occurring is a person using a smartphone to take a photo of the cooking process.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
32,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What manual task is depicted involving food items?,"Cutting vegetables, specifically tomatoes.","The manual task depicted involves the person preparing tortillas, which are rolled and placed on a tray.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
33,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is someone chopping vegetables in the video?,Yes.,"Yes, someone is chopping vegetables on the counter in the video.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
34,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the sauce being poured into a bowl?,"No, it's being rolled in flatbreads.","No, the sauce is being poured into a pan on the stove.",Whether Something Happened(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
35,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is a cooking activity happening in a bedroom?,"No, it's happening in a kitchen.","No, the kitchen is not a bedroom; it's a cooking activity taking place in a home setting.",Whether Something Happened(Y/N),no,3,"{""correct"": ""no"", ""score"": 3}"
36,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the frame capture the act of grilling or frying?,No.,"No, the frame captures both grilling and frying stages of the food preparation process.",Whether Something Happened(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
37,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, are vegetables cut before the heat regulator is operated?",Yes,"Yes, the vegetables are cut before the heat regulator is operated.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
38,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does rolling sauce in flatbreads occur after cutting tomatoes?,Yes,"Yes, after cutting tomatoes, the rolling sauce in flatbreads is added to the pan.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
39,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the opening of the drawers happen before using the mobile phone?,No,"Yes, the opening of the drawers happens before using the mobile phone.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
40,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heat regulator operated before rolling sauce in flatbreads?,No,"Yes, the heat regulator is turned on before rolling sauce in flatbreads.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
41,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before rolling sauce in flatbreads?,Cutting tomatoes with a knife.,"Just before rolling sauce in flatbreads, the person places a tortilla on the pan and starts to roll it.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
42,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before operating the heat regulator?,Cutting vegetables with knives.,"Just before operating the heat regulator, a person is seen holding a red container with a lid and a spoon.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
43,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done just before opening drawers in the kitchen?,Operating the heat regulator of the cooker.,"Just before opening drawers, the person is seen holding a tortilla and placing it into one of the drawers.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
44,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity occurs just before operating a mobile phone?,Rolling sauce in flatbreads.,"Just before operating a mobile phone, the person is seen preparing to place a tortilla on a tray lined with rolled-up dough.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
45,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before the vegetables are chopped?,No,"Yes, the cabinet is opened before the vegetables are chopped.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
46,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does operating the heat regulator happen after chopping vegetables?,Yes,"Yes, after chopping vegetables, the heat regulator is turned on to cook the tortillas.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
47,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is wrapping sauce in flat bread before cutting vegetables?,No,"Yes, wrapping sauce is in the flat bread before cutting vegetables.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
48,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I use the mobile phone before opening drawers?,Yes,"No, you do not use the mobile phone before opening drawers.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
49,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the cabinet is opened in the video?,Chopping vegetables,"Just before the cabinet is opened, a hand reaches for the red container on the counter.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
50,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs immediately before operating the heat regulator?,Cutting vegetables with knives,"A person with red nail polish is seen holding a smartphone, possibly checking the cooking progress or recording the video.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
51,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do right before rolling sauce in flat breads?,Cutting tomatoes,You should roll sauce in flat breads before adding the filling.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
52,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place just before using the mobile phone?,Rolling sauce in flat breads,"Just before using the mobile phone, a hand is seen holding a red container with a pink lid.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
53,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done directly before opening drawers in the kitchen?,Operating the heat regulator.,"The person is seen opening drawers in the kitchen, likely to access ingredients or tools.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
54,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the latest video frame?,A kitchen.,"The setting of the latest video frame is a kitchen with various cooking items and ingredients on the counter, including a bowl of chopped vegetables.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
55,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be seen on the stove in the video clip?,A pan with shawarma filling and bread.,"On the stove, there are two tortillas being cooked in a pot of chili and a bowl of chopped vegetables.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
56,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How many pans are on the stove in the video?,Two pans.,There are two pans on the stove in the video.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
57,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What objects are visible on the kitchen counter in the video?,Ingredients and utensils.,"On the kitchen counter, there are a knife, a cutting board with chopped vegetables and herbs, a bowl of grated cheese, a plate with rolled tortillas, a blender, a container of spices, and a bottle of olive oil.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
58,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What cooking process is happening in the new frames?,Shawarma filling is being prepared.,"The new frames show the person preparing tortillas, adding ingredients to them and then rolling them up.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
59,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action was the cook performing?,Adding bread to the shawarma filling.,"The cook was preparing food, specifically rolling tortillas and adding ingredients to them.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
60,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the cook interacting with the food?,By stirring and combining ingredients.,"The cook is actively involved in the cooking process, using various tools and ingredients to prepare the food.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
61,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the cook's technique in the video clip.,Carefully scooping and spreading filling onto bread.,"The cook demonstrates a methodical approach to preparing the food, starting with rolling tortillas and then adding ingredients into them. The video captures various stages of cooking, including the preparation of the tortillas, the addition of vegetables, and the final steps of assembling the burritos.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
62,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one dish being cooked simultaneously?,Yes.,"Yes, there are two dishes being cooked simultaneously on the stove.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
63,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cook wearing any protective gloves in the video?,No.,"Yes, the cook is wearing red nail polish in the video.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
64,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the addition of toppings to the shawarma?,No.,"Yes, the video captures the addition of toppings to the shawarma by placing a spoonful of chopped onions and cilantro onto one of the wrap pieces.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
65,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated before rolling sauce in flat breads?,No,"Yes, the mobile phone is operated before rolling sauce in flat breads.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
66,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut the tomatoes before preparing the shawarma?,Yes,"Yes, the person in the video is seen cutting the tomatoes before preparing the shawarma.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
67,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before cutting tomatoes?,No,"Yes, the shawarma is prepared before cutting tomatoes by placing a portion of it on a plate and then slicing it into smaller pieces.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
68,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I roll sauce in flat breads after cutting tomatoes?,Yes,"Yes, you roll sauce in flat breads after cutting tomatoes.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
69,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated after preparing the shawarma?,Yes,"Yes, the mobile phone is operated after preparing the shawarma.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
70,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action occurs just before I operated the mobile phone?,Rolling sauce in flat breads,"Just before I operated the mobile phone, a hand is seen holding a bowl of chopped vegetables.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
71,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before cutting the tomatoes?,"Nothing, it is the first action.","Before cutting the tomatoes, you should first chop them into small pieces.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
72,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before preparing the shawarma?,Operating the mobile phone,"Just before preparing the shawarma, a person is seen holding a bowl of chopped onions and garlic.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
73,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, did I open the kitchen drawers before cutting vegetables?",No,"Yes, you opened the kitchen drawers before cutting vegetables.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
74,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the cooking of shawarma happen before regulating the cooker's heat?,Yes,"Yes, the cooking of shawarma happens before regulating the cooker's heat.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
75,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the mobile phone operated after the sauce is rolled in flatbreads?",Yes,"Yes, the mobile phone is operated after the sauce is rolled in flatbreads.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
76,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is heat regulation done before cutting tomatoes with a knife?,No,"Yes, the person is seen holding a knife and cutting tomatoes with a spatula before placing them into a bowl.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
77,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do I do before cooking shawarma?",Cut vegetables,"Before cooking shawarma, you first prepare the filling by mixing ingredients in a bowl.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
78,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the setting shown in the video clip.,A kitchen where shawarma is being prepared.,"The video takes place in a kitchen with a Christmas tree visible in the background, indicating that it might be during the holiday season. The scene is set around a countertop where various ingredients and food items are being prepared for cooking.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
79,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is happening in these new frames?,Shawarma is being filled with ingredients.,"In these new frames, a person is preparing tortillas for the next step in their meal preparation. They are using a spatula to spread a mixture of ingredients from a bowl onto the tortilla rolls, which are already laid out on a tray. The kitchen counter and stove area are visible with various cooking utensils and ingredients scattered around.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
80,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video making a meal?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
81,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen the main location in these frames?,Yes.,"Yes, the kitchen is the main location in these frames.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
82,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the moment of grilling meat for the shawarma?,No.,"Yes, the video captures the moment of grilling meat for the shawarma.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
83,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are spices being added to the food in this clip?,No.,"Yes, spices are being added to the food in this clip.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
84,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma filling added to the bread before wrapping it?",Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
85,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the chopping of vegetables occur before heating the pan?,No,"Yes, the chopping of vegetables occurs before heating the pan.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
86,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the stove turned off before removing the pan from heat?,Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
87,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the bread placed on the pan before adding fillings?",Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
88,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma served before adding sauce?,No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
89,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before adding the shawarma filling to the bread?,Chop vegetables,"Before adding the shawarma filling to the bread, you should first roll out the tortillas and place them on a baking sheet lined with parchment paper.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
90,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done before turning off the stove?,Cook shawarma,"Before turning off the stove, the person is seen holding a smartphone and appears to be taking a photo or recording a video.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
91,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the immediate step before serving the shawarma?,Add sauce,The immediate step before serving the shawarma is spreading a mixture of meat and vegetables in a bowl.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
92,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sauce added to the flat bread before cutting the tomatoes?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
93,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person operate the mobile phone after rolling the sauce in the flat breads?,Yes,"Yes, the person operates the mobile phone after rolling the sauce in the flat breads.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
94,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before the tomatoes are cut with a knife?,Yes,"Yes, the shawarma is prepared before the tomatoes are cut with a knife.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
95,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does rolling the sauce happen before the shawarma preparation?",No,"Yes, the rolling of sauce happens before the shawarma preparation.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
96,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the flat bread used before operating the mobile phone?,Yes,"Yes, the flat bread is used before operating the mobile phone.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
97,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is portrayed in the latest clip?,A kitchen setting.,"The latest clip portrays a festive kitchen setting, likely during the holiday season, with Christmas decorations visible in the background.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
98,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is featured in the frame?,Preparing shawarma.,"The activity featured in the frame is cooking, specifically preparing a dish that includes tortillas and various vegetables.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
99,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma preparation process completed in the clip?,No.,"Yes, the shawarma preparation process is completed in the clip. The person has finished preparing the ingredients and is now holding a bowl of shredded lettuce.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
100,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person visible in the kitchen?,No.,"Yes, there is another person visible in the kitchen.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
101,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking appliances being used?,No.,"Yes, the clip shows a microwave being used to heat up some ingredients.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
102,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any sign of food already cooked in the scene?,No.,"Yes, there is a bowl of chili in the background that appears to be cooked.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
103,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the frame wearing gloves?,No.,"No, the person is not wearing gloves.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
104,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat added to the shawarma wrap before chopping the herbs?",No,"No, the meat is not added to the shawarma wrap before chopping the herbs.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
105,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma wrap prepared before the vegetables are chopped?",Yes,"Yes, the shawarma wrap is prepared before the vegetables are chopped.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
106,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does chopping herbs happen after the vegetables are mixed in the bowl?,No,"Yes, the person continues to chop herbs on the cutting board after mixing the vegetables in the bowl.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
107,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma meat cooked before the vegetables are cut?,Yes,"No, the shawarma meat is not cooked before the vegetables are cut.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
108,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the shawarma meat is added to the wrap in the video?,The vegetables are mixed in a bowl,"Just before the shawarma meat is added to the wrap, a person holds up a bowl of chopped green herbs.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
109,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place before the wrap is rolled up in the video?,The meat and vegetables are added to it,"Before the wrap is rolled up, a person holds a bowl of chopped green herbs and begins to roll it.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
110,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat placed on the bread before adding vegetables?",No,"No, the meat is not placed on the bread before adding vegetables.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
111,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the bread toasted before spreading the meat on it?,No,"No, the bread is not toasted before spreading the meat on it.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
112,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the chopping of vegetables shown before the frying of meat?",Yes,"Yes, the chopping of vegetables is shown before the frying of meat in the video.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
113,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video show adding condiments after the meat is placed on the bread?,Yes,"No, the video does not show adding condiments after the meat is placed on the bread.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
