"video_id","question","answer","pred_answer","task"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the mobile phone operated before rolling sauce in flat breads?","No","No, the mobile phone is not operated before rolling sauce in flat breads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I cut the tomatoes before preparing the shawarma?","Yes","Yes, the person in the video is seen cutting the tomatoes before preparing the shawarma.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma prepared before cutting tomatoes?","No","Yes, the shawarma is prepared by placing sliced tomatoes on top of the wrap before cutting them.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I roll sauce in flat breads after cutting tomatoes?","Yes","Yes, the person rolls sauce in flat breads after cutting tomatoes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the mobile phone operated after preparing the shawarma?","Yes","Yes, the mobile phone is placed on the countertop after preparing the shawarma.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action occurs just before I operated the mobile phone?","Rolling sauce in flat breads","Just before I operated the mobile phone, a hand is seen holding a white bowl filled with chopped and sprinkling grated cheese over the tortilla.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do before cutting the tomatoes?","Nothing, it is the first action.","Before cutting the tomatoes, you should chop them into small pieces.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before preparing the shawarma?","Operating the mobile phone","Just before preparing the shawarma, the person is seen holding a bowl of chopped green herbs and garlic, ready to add them to the pan.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, did I open the kitchen drawers before cutting vegetables?","No","Yes, the person in the video opens a drawer to reveal some vegetables before cutting them.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the cooking of shawarma happen before regulating the cooker's heat?","Yes","Yes, the cooking of shawarma happens before regulating the cooker's heat.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the mobile phone operated after the sauce is rolled in flatbreads?","Yes","Yes, the mobile phone is used to roll a flatbread in sauce after the sauce is rolled in flatbreads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is heat regulation done before cutting tomatoes with a knife?","No","Yes, the person is seen holding a knife and cutting tomatoes with a spatula before placing them into a bowl.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video sequence, what do I do before cooking shawarma?","Cut vegetables","Before cooking shawarma, I open the microwave and place a bowl of chopped green onions on the countertop.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Describe the setting shown in the video clip.","A kitchen where shawarma is being prepared.","The video takes place in a kitchen with a Christmas tree visible in the background, indicating that it might be during the holiday season. The scene is set on a countertop where various ingredients and food/INFO are being prepared for making tortillas filled with meat and vegetables.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is happening in these new frames?","Shawarma is being filled with ingredients.","In these new frames, a person is seen holding a smartphone with their right hand while their left hand is on the counter. The person appears to be taking a photo or recording something using the phone's camera.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the video making a meal?","Yes.","Yes","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the kitchen the main location in these frames?","Yes.","Yes, the kitchen is the main location in these frames.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video capture the moment of grilling meat for the shawarma?","No.","Yes, the video captures the moment of grilling meat for the shawarma.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are spices being added to the food in this clip?","No.","Yes, spices are being added to the food in this clip.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma filling added to the bread before wrapping it?","Yes","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the chopping of vegetables occur before heating the pan?","No","Yes, the chopping of vegetables occurs before heating the pan.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the stove turned off before removing the pan from heat?","Yes","Yes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the bread placed on the pan before adding fillings?","Yes","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma served before adding sauce?","No","Yes, the shawarma is served with a side of sauce before adding it to the pan.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do before adding the shawarma filling to the bread?","Chop vegetables","Before adding the shawarma filling to the bread, I open a plastic container and place a piece of dough on top.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is done before turning off the stove?","Cook shawarma","Before turning off the stove, the person is seen holding a red spatula and stirring the mixture in the pan.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the immediate step before serving the shawarma?","Add sauce","The immediate step before serving the shawarma is spreading a mixture of shredded cheese and vegetables in a bowl.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the sauce added to the flat bread before cutting the tomatoes?","No","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the person operate the mobile phone after rolling the sauce in the flat breads?","Yes","Yes, the person operates the mobile phone after rolling the sauce in the flat breads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma prepared before the tomatoes are cut with a knife?","Yes","Yes, the shawarma is prepared before the tomatoes are cut with a knife.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, does rolling the sauce happen before the shawarma preparation?","No","No, the sauce is added to the shawarma before rolling it.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the flat bread used before operating the mobile phone?","Yes","Yes, the flat bread is used before operating the mobile phone.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What setting is portrayed in the latest clip?","A kitchen setting.","The latest clip portrays a festive setting, likely around Christmas time, with the kitchen decorated for the holiday season.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What activity is featured in the frame?","Preparing shawarma.","The activity featured in the frame is cooking, specifically preparing a dish that involves rolling tortillas and adding toppings to them.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma preparation process completed in the clip?","No.","Yes, the shawarma preparation process is completed in the clip. The person has finished preparing the shawarma by adding it to a bowl and placing it on top of the lettuce leaves.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one person visible in the kitchen?","No.","Yes, there is another person visible in the kitchen.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the clip show any cooking appliances being used?","No.","No, the clip does not show any cooking appliances being used; it focuses on the preparation of ingredients and the hands of the person preparing them.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there any sign of food already cooked in the scene?","No.","Yes, there is a bowl of cooked tortillas visible in the background.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the frame wearing gloves?","No.","No, the person is not wearing gloves.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the meat added to the shawarma wrap before chopping the herbs?","No","No, the meat is not added to the shawarma wrap before chopping the herbs.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma wrap prepared before the vegetables are chopped?","Yes","Yes, the shawarma wrap is prepared before the vegetables are chopped.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does chopping herbs happen after the vegetables are mixed in the bowl?","No","Yes, the person continues to chop herbs on the cutting board after mixing the vegetables in the bowl.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma meat cooked before the vegetables are cut?","Yes","Yes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens just before the shawarma meat is added to the wrap in the video?","The vegetables are mixed in a bowl","Just before the shawarma meat is added to the wrap, a person's hand holding a knife appears and starts slicing the lettuce.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action takes place before the wrap is rolled up in the video?","The meat and vegetables are added to it","Before the wrap is rolled up, a person's hands are seen holding and preparing to roll it.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the meat placed on the bread before adding vegetables?","No","No, the meat is not placed on the bread before adding vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the bread toasted before spreading the meat on it?","No","No, the bread is not toasted before spreading the meat.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the clip, is the chopping of vegetables shown before the frying of meat?","Yes","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video show adding condiments after the meat is placed on the bread?","Yes","No, the video does not show adding condiments after the meat is placed on the bread.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before the meat is added to the bread in the video?","Vegetables are chopped","Just before the meat is added to the bread, a person's hand holding a knife appears and starts slicing the green vegetables on the cutting board.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video sequence, what do we see happening before the bread is picked up?","Vegetables being sautéed","Before the bread is picked up, we see a person holding a bowl of chopped green vegetables and placing it on the counter.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Before the chopping of vegetables, what event is shown in the clip?","Preparing other ingredients","The clip shows a festive Christmas tree decorated with lights and ornaments, indicating the event is likely during the holiday season.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What does the cook do before adding condiments to the shawarma?","Place meat on the bread","The cook adds a red spice, likely paprika or chili powder, to the shawarma.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the setting of this scene?","A kitchen.","The setting of this scene is a kitchen串烤玉米饼（Taco wrap）制作区，其中包含了多种食材和工具。","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What culinary activity is taking place?","Preparing shawarma.","The culinary activity taking place is the preparation of a dish involving tortillas, meat, and vegetables.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Which type of cuisine is being worked on?","Middle Eastern, specifically shawarma.","The video shows the preparation of tacos, which is a popular Mexican/INFO cuisine.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are any other tasks being carried out besides cooking?","No, just cooking.","Yes, the person is also preparing a bowl of rice and pouring it over the tortillas.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the kitchen residential or commercial?","It appears residential.","The kitchen appears to be a residential setting, as indicated by the presence of Christmas decorations and the festive atmosphere.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is any equipment being used in the action?","Yes, a knife for chopping.","Yes, a cutting board is visible on the left side of the frame.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person cooking alone or with others?","The clip only shows one person cooking.","The person is cooking alone.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one person in this scene?","No.","Yes, there is more than one person in the scene.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Has the meal been completed in this frame?","No.","Yes, the meal appears to be complete with all ingredientsNECTAROOSA being prepared and ready for serving.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the video cleaning?","No.","No.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does this clip show the finished shawarma dish?","No.","Yes, the clip shows the finished sharma dish with a bowl of cooked meat (the filling) and a plate of rolled-up wraps/INFO tacos on the right side.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are there any children present in this video?","No.","No, there are no children present in the video.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma prepared after I washed the vegetables?","No","No, the sharma is not prepared after I washed the vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, do I chop the parsley before assembling the shawarma?","Yes","No, the video does not show you chopping the parsley.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does cutting tomatoes occur before the marinating of meat?","Yes","Yes, the video shows a close-up of hands slicing tomatoes on a cutting board before marinating.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the clip, is the garlic crushed before the tzatziki sauce is mixed?","Yes","No, the garlic is not before the tzatziki sauce is mixed.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the lettuce shredded after the hummus is spread on the bread?","Yes","No, the lettuce is not shredded/INFO","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens before I season the shawarma meat?","Chopping onions","Before seasoning the sharma meat, the person in the video is seen holding a tortilla wrap and placing it into a pan filled with a mixture of ground meat/INFO, which appears to be a spicy sauce or marinade.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do just before wrapping the shawarma?","Adding sauces","You can see the shawarma wrapped in a tortilla on the tray, and you can also see the ingredientsNECT/INFO wrap being prepared.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs before I put the shawarma on the grill?","Skewing meat","Before placing the shaved meat on the grill, the person in the video is seen holding a tortilla wrap and preparing to add it to the pan.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, what action precedes slicing the cooked shawarma?","Removing from heat","The action that precedes slicing the cooked shawarma is spreading a mixture of meat and vegetables onto the tortilla wrap.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What task is completed before garnishing the dish with parsley?","Placing the shawarma on the plate.","The task completed before garnishing the dish with parsley (or at least a portion of it) is spreading the filling onto the tortilla, which appears to be a mixture of meat/INFO and other ingredients.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the kitchen, is shawarma added to the pita before chopping the herbs?","No","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are the herbs chopped before the shawarma is cooked?","Yes","Yes, the herbs are chopped before the sharma is cooked.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the pita prepared before any cooking starts?","No","Yes, the pita is prepared by being folded and then placed into a pan of chili.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the pan on the stove before chopping the herbs?","Yes","No, the pan is not on the stove before chopping the herbs.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens before the pita is filled with shawarma?","Shawarma is cooked.","Before the pita is filled with shaw/INFO, a mixture of ground meat and vegetables is poured into it.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the action performed after placing the pan on the stove?","Cooking shawarma.","The action performed after placing the pan on the stove is stirring the contents of the pan with a spatula.","What event order"
