video_id,question,answer,pred_answer,task
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the cabinet is opened in the video?,Chopping vegetables,"Just before the cabinet is opened, the person is seen holding a red container with a white lid, possibly containing ingredients or tools.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs immediately before operating the heat regulator?,Cutting vegetables with knives,"A person with red nail polish is seen holding a red container, possibly a container of seasoning or sauce, and is about to operate the heat regulator.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do right before rolling sauce in flat breads?,Cutting tomatoes,You should roll the sauce in the flat breads.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place just before using the mobile phone?,Rolling sauce in flat breads,"Just before using the mobile phone, the person is seen holding a red container with a spoon inside, possibly preparing to add ingredients to the dish.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done directly before opening drawers in the kitchen?,Operating the heat regulator.,"The person is seen preparing tortillas, which are then placed on a tray on the stove.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the latest video frame?,A kitchen.,"The latest video frame shows the person in the kitchen, holding a bowl of chopped tomatoes, preparing to add them to the tortillas.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be seen on the stove in the video clip?,A pan with shawarma filling and bread.,"On the stove, there are two pots with different types of food being cooked, a blender, a bowl of chopped vegetables, and a cutting board with chopped onions and garlic.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How many pans are on the stove in the video?,Two pans.,There are two pans on the stove in the video.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What objects are visible on the kitchen counter in the video?,Ingredients and utensils.,"A cutting board with chopped onions, a bowl of chopped tomatoes, and a plate of sliced tomatoes are visible on the kitchen counter.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What cooking process is happening in the new frames?,Shawarma filling is being prepared.,"The new frames show the person preparing tortillas, adding ingredients to them, and cooking them in a pan.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action was the cook performing?,Adding bread to the shawarma filling.,"The cook was preparing food, specifically rolling tortillas and adding ingredients to them.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the cook interacting with the food?,By stirring and combining ingredients.,"The cook is actively stirring the food in the pan and using a spatula to handle the food, indicating a focus on cooking and preparing the dish.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the cook's technique in the video clip.,Carefully scooping and spreading filling onto bread.,"The cook methodically prepares the ingredients, starting with the preparation of the tortillas, followed by the cooking of the filling in the pan, and finally, the assembly of the tortillas.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one dish being cooked simultaneously?,Yes.,"Yes, there are two dishes being cooked simultaneously on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cook wearing any protective gloves in the video?,No.,"Yes, the cook is wearing red nail polish.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the addition of toppings to the shawarma?,No.,"Yes, the video captures the addition of toppings to the shawarma, as the person adds the toppings to the rolled-up wraps on the stovetop.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated before rolling sauce in flat breads?,No,"Yes, the mobile phone is operated before rolling sauce in flat breads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut the tomatoes before preparing the shawarma?,Yes,"Yes, you can cut the tomatoes before preparing the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before cutting tomatoes?,No,"Yes, the shawarma is prepared before cutting tomatoes, as indicated by the person placing the shawarma on the pan with tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I roll sauce in flat breads after cutting tomatoes?,Yes,"Yes, you roll sauce in flat breads after cutting tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated after preparing the shawarma?,Yes,"Yes, the mobile phone is operated after preparing the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action occurs just before I operated the mobile phone?,Rolling sauce in flat breads,"Just before I operated the mobile phone, the person is seen holding a white bowl filled with chopped tomatoes and green herbs.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before cutting the tomatoes?,"Nothing, it is the first action.","Before cutting the tomatoes, you should first chop the tomatoes into smaller pieces.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before preparing the shawarma?,Operating the mobile phone,"Just before preparing the shawarma, the person is seen holding a bowl of chopped tomatoes and onions, ready to add them to the shawarma wrap.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, did I open the kitchen drawers before cutting vegetables?",No,"Yes, the person in the video opens the kitchen drawers before cutting vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the cooking of shawarma happen before regulating the cooker's heat?,Yes,"Yes, the cooking of shawarma happens before regulating the cooker's heat.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the mobile phone operated after the sauce is rolled in flatbreads?",Yes,"Yes, the mobile phone is operated after the sauce is rolled in flatbreads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is heat regulation done before cutting tomatoes with a knife?,No,"Yes, the person is seen holding a knife and cutting tomatoes with a spatula, indicating that heat regulation has been done before cutting tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do I do before cooking shawarma?",Cut vegetables,"Before cooking shawarma, you first prepare the filling by mixing the ingredients in a bowl.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the setting shown in the video clip.,A kitchen where shawarma is being prepared.,"The video shows a kitchen setting where a person is preparing a meal involving tortillas, meat, and a bean-based dish. The kitchen counter is filled with various ingredients and cooking utensils, and the person is seen handling tortillas, stirring a mixture in a pan, and adding toppings to the tortillas.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is happening in these new frames?,Shawarma is being filled with ingredients.,"In these new frames, a person is preparing a dish that involves rolling tortillas filled with a mixture of meat and vegetables, which is being cooked on a stove. The person is using a spatula to stir the mixture in a pan.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video making a meal?,Yes.,Yes,Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen the main location in these frames?,Yes.,"Yes, the kitchen is the main location in these frames.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the moment of grilling meat for the shawarma?,No.,"Yes, the video captures the moment of grilling meat for the shawarma, as the person is seen grilling the meat in a pan on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are spices being added to the food in this clip?,No.,"Yes, spices are being added to the food in the pan on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma filling added to the bread before wrapping it?",Yes,"Yes, the shawarma filling is added to the bread before wrapping it.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the chopping of vegetables occur before heating the pan?,No,"Yes, the chopping of vegetables occurs before heating the pan.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the stove turned off before removing the pan from heat?,Yes,"Yes, the stove is turned off before removing the pan from heat.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the bread placed on the pan before adding fillings?",Yes,"Yes, the bread is placed on the pan before adding fillings.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma served before adding sauce?,No,"Yes, the shawarma is served before adding sauce, as indicated by the person holding a spatula and placing the rolled-up shawarma onto the tray.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before adding the shawarma filling to the bread?,Chop vegetables,"Before adding the shawarma filling to the bread, you should first roll the tortilla and place it on the tray.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done before turning off the stove?,Cook shawarma,"Before turning off the stove, the person is seen holding a spatula and stirring the filling in the pan.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the immediate step before serving the shawarma?,Add sauce,The immediate step before serving the shawarma is spreading the meat mixture onto the wrap.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sauce added to the flat bread before cutting the tomatoes?",No,"No, the sauce is not added to the flat bread before cutting the tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person operate the mobile phone after rolling the sauce in the flat breads?,Yes,"No, the person does not operate the mobile phone after rolling the sauce in the flat breads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before the tomatoes are cut with a knife?,Yes,"Yes, the shawarma is prepared before the tomatoes are cut with a knife.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does rolling the sauce happen before the shawarma preparation?",No,"No, the sauce is added to the shawarma before the shawarma preparation.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the flat bread used before operating the mobile phone?,Yes,"Yes, the flat bread is used before operating the mobile phone.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is portrayed in the latest clip?,A kitchen setting.,The latest clip portrays a festive kitchen setting with a Christmas tree in the background.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is featured in the frame?,Preparing shawarma.,"The activity featured in the frame is the preparation of a dish, specifically making tortillas and adding fresh vegetables to them.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma preparation process completed in the clip?,No.,"Yes, the shawarma preparation process is completed in the clip, as the shawarma is being cut into pieces and the person is holding the shawarma pieces.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person visible in the kitchen?,No.,"Yes, there is another person visible in the kitchen, standing near the sink and the counter.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking appliances being used?,No.,"Yes, the clip shows the use of a microwave and an oven being used in the cooking process.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any sign of food already cooked in the scene?,No.,"Yes, there is a bowl of cooked tortillas visible in the background, suggesting that the food preparation is ongoing.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the frame wearing gloves?,No.,"No, the person is not wearing gloves.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat added to the shawarma wrap before chopping the herbs?",No,"No, the meat is not added to the shawarma wrap before chopping the herbs.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma wrap prepared before the vegetables are chopped?",Yes,"Yes, the shawarma wrap is prepared before the vegetables are chopped.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does chopping herbs happen after the vegetables are mixed in the bowl?,No,"Yes, the person continues to chop the herbs in the bowl after the vegetables are mixed in.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma meat cooked before the vegetables are cut?,Yes,"No, the shawarma meat is not cooked before the vegetables are cut.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the shawarma meat is added to the wrap in the video?,The vegetables are mixed in a bowl,"Just before the shawarma meat is added to the wrap, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the wrap.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place before the wrap is rolled up in the video?,The meat and vegetables are added to it,"Before the wrap is rolled up, the hands are seen holding the green leaves and the white ramekin, preparing them for the next step in the cooking process.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat placed on the bread before adding vegetables?",No,"No, the meat is not placed on the bread before adding vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the bread toasted before spreading the meat on it?,No,"Yes, the bread is toasted before spreading the meat on it.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the chopping of vegetables shown before the frying of meat?",Yes,"Yes, the chopping of vegetables is shown before the frying of meat in the video.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video show adding condiments after the meat is placed on the bread?,Yes,"No, the video does not show adding condiments after the meat is placed on the bread.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the meat is added to the bread in the video?,Vegetables are chopped,"Just before the meat is added to the bread, the person is seen holding a bowl of chopped green vegetables, likely cilantro, and preparing to add it to the bread.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do we see happening before the bread is picked up?",Vegetables being sautéed,"Before the bread is picked up, we see a person with red nail polish holding a bunch of fresh green herbs, likely cilantro, and placing them into a bowl.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"Before the chopping of vegetables, what event is shown in the clip?",Preparing other ingredients,"Before the chopping of vegetables, the clip shows a festive Christmas tree in the background, indicating the holiday season.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What does the cook do before adding condiments to the shawarma?,Place meat on the bread,The cook adds a red chili pepper to the shawarma before adding condiments.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of this scene?,A kitchen.,The setting of this scene is a kitchen where a person is preparing a dish that involves rolling tortillas filled with a meat mixture and then cooking them in a pan.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What culinary activity is taking place?,Preparing shawarma.,The culinary activity is making tortillas filled with a meat mixture.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Which type of cuisine is being worked on?,"Middle Eastern, specifically shawarma.",The cuisine being worked on is Mexican.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are any other tasks being carried out besides cooking?,"No, just cooking.","Yes, the person is also seen holding a plate with a tortilla filled with a mixture, possibly a filling for the burritos, and is seen stirring the mixture in the pan.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen residential or commercial?,It appears residential.,The kitchen is residential.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is any equipment being used in the action?,"Yes, a knife for chopping.","Yes, a spatula is being used to stir the mixture in the pan.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person cooking alone or with others?,The clip only shows one person cooking.,"The person is cooking with others, as indicated by the presence of a person in the background.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person in this scene?,No.,"Yes, there is more than one person in this scene.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Has the meal been completed in this frame?,No.,"Yes, the meal has been completed in this frame, with the person holding a tortilla filled with a mixture of meat and vegetables, and the tortilla being prepared to be folded into a burrito.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video cleaning?,No.,"No, the person is not cleaning; they are actively preparing food.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does this clip show the finished shawarma dish?,No.,"Yes, the clip shows the finished shawarma dish, with the filling being fully incorporated into the wrap, and the person is seen holding the completed dish, ready to be served.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are there any children present in this video?,No.,"No, there are no children present in this video.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma prepared after I washed the vegetables?",No,"No, the shawarma is not prepared after I washed the vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, do I chop the parsley before assembling the shawarma?",Yes,"Yes, you chop the parsley before assembling the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does cutting tomatoes occur before the marinating of meat?,Yes,"Yes, the person is seen cutting tomatoes before the marinating of meat.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the garlic crushed before the tzatziki sauce is mixed?",Yes,"Yes, the garlic is crushed before the tzatziki sauce is mixed.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the lettuce shredded after the hummus is spread on the bread?,Yes,Yes,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens before I season the shawarma meat?,Chopping onions,"Before seasoning the shawarma meat, the person places the shawarma wrap on a plate and then adds a spoonful of the meat mixture to the plate.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do just before wrapping the shawarma?,Adding sauces,"Just before wrapping the shawarma, you should place the tortilla on a plate or a cutting board and roll it up.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs before I put the shawarma on the grill?,Skewing meat,"Before placing the shawarma on the grill, the person is seen holding a shaker of almond flour and a tortilla, preparing to roll the shawarma.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, what action precedes slicing the cooked shawarma?",Removing from heat,Slicing the cooked shawarma precedes the addition of the filling to the tortillas.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is completed before garnishing the dish with parsley?,Placing the shawarma on the plate.,"Before garnishing the dish with parsley, the task completed is spreading the filling onto the tortillas.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the kitchen, is shawarma added to the pita before chopping the herbs?",No,Yes,Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are the herbs chopped before the shawarma is cooked?,Yes,"Yes, the herbs are chopped before the shawarma is cooked.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the pita prepared before any cooking starts?,No,"Yes, the pita is prepared and placed on a tray before the next step in the cooking process.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the pan on the stove before chopping the herbs?,Yes,Yes.,Order Judging(Y/N)
