row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
21,000001,Do I cut vegetables before operating the heat regulator on the cooker?,Yes,"Yes, you must cut vegetables before operating the heat regulator on the cooker.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
22,000001,Is the drawer opened before the vegetables are chopped?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
23,000001,Does wrapping sauce in flat bread happen after cutting vegetables?,Yes,"Yes, after cutting vegetables, the person wraps sauce in a flatbread.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
24,000001,Do I open the cabinet before chopping the vegetables?,No,"No, you should open the cabinet before chopping the vegetables.",Order Judging(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
25,000001,What occurs just before wrapping the sauce in flat bread?,Chopping vegetables,"Just before wrapping the sauce in flat bread, a person is seen placing a tomato on top of the sauce.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
26,000001,What takes place right before operating the heat regulator of the cooker?,Cutting vegetables with knives,"A person is seen preparing food, specifically slicing tomatoes.",What event order,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
27,000002,What setting is shown in this video clip?,A kitchen.,The setting shown in this video clip is a kitchen.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
28,000002,What task is being performed with tomatoes?,Cutting tomatoes.,The task being performed with tomatoes is adding them to the pot of stew.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
29,000002,Is there an electronic device being used in this scene?,"Yes, a mobile phone.",Yes.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
30,000002,How is the sauce being utilized in the cooking process?,By spreading it on flatbreads.,"The sauce is being stirred into the tortillas, adding flavor to the dish.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
31,000002,What activity is occurring aside from food preparation?,Operating a mobile phone.,A person is using a spatula to stir the mixture in the pan.,Action Caption,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
32,000002,What manual task is depicted involving food items?,"Cutting vegetables, specifically tomatoes.",The manual task depicted involves spreading a mixture of ingredients in a pan and then placing the food items on a tray.,Action Caption,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
33,000002,Is someone chopping vegetables in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
34,000002,Is the sauce being poured into a bowl?,"No, it's being rolled in flatbreads.",No.,Whether Something Happened(Y/N),yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
35,000002,Is a cooking activity happening in a bedroom?,"No, it's happening in a kitchen.",Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
36,000002,Does the frame capture the act of grilling or frying?,No.,"Yes, the frame captures both grilling and frying stages of the food preparation.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
37,000002,"In the video, are vegetables cut before the heat regulator is operated?",Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
38,000002,Does rolling sauce in flatbreads occur after cutting tomatoes?,Yes,"Yes, after cutting tomatoes, the sauce is poured into a pan on the stove.",Order Judging(Y/N),yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
39,000002,Does the opening of the drawers happen before using the mobile phone?,No,"Yes, the opening of the drawers happens before using the mobile phone.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
40,000002,Is the heat regulator operated before rolling sauce in flatbreads?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
41,000002,What occurs just before rolling sauce in flatbreads?,Cutting tomatoes with a knife.,"Just before rolling sauce in flatbreads, the person places a red container on the counter and uses a spatula to spread some of the sauce evenly.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
42,000002,What happens just before operating the heat regulator?,Cutting vegetables with knives.,"Just before operating the heat regulator, a person is seen adjusting the temperature on the stove.",What event order,no,0,"{
""correct"": ""no"",
""score"": 0
}"
43,000002,What is done just before opening drawers in the kitchen?,Operating the heat regulator of the cooker.,"Just before opening drawers, the person uses a spatula to scoop out some of the filling from the bowl.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
44,000002,What activity occurs just before operating a mobile phone?,Rolling sauce in flatbreads.,"Just before operating a mobile phone, the person is seen holding a spatula and stirring something in a pan.",What event order,no,2,"{""correct"": ""no"", ""score"": 2}"
45,000002,Is the cabinet opened before the vegetables are chopped?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
46,000002,Does operating the heat regulator happen after chopping vegetables?,Yes,"Yes, after chopping vegetables, the heat regulator is turned on to cook the food.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
47,000002,Is wrapping sauce in flat bread before cutting vegetables?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
48,000002,Do I use the mobile phone before opening drawers?,Yes,"Yes, the mobile phone is used to open drawers.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
49,000002,What happens just before the cabinet is opened in the video?,Chopping vegetables,"Just before the cabinet is opened, a person's hand reaches for it.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
50,000002,What occurs immediately before operating the heat regulator?,Cutting vegetables with knives,"Immediately before operating the heat regulator, a person is seen holding a smartphone and using it to navigate through an app.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
51,000002,What do I do right before rolling sauce in flat breads?,Cutting tomatoes,I roll sauce in flat breads.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
52,000002,What action takes place just before using the mobile phone?,Rolling sauce in flat breads,"Just before using the mobile phone, a person is seen holding a spatula and placing it on top of a red container.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
53,000002,What is done directly before opening drawers in the kitchen?,Operating the heat regulator.,The kitchen is organized with a Christmas tree decoration and other holiday items.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
54,000003,What is the setting of the latest video frame?,A kitchen.,The setting of the latest video frame is a kitchen with various cooking utensils and ingredients on the counter.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
55,000003,What can be seen on the stove in the video clip?,A pan with shawarma filling and bread.,"On the stove, there are two black frying pans with food in them.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
56,000003,How many pans are on the stove in the video?,Two pans.,There are two pans on the stove in the video.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
57,000003,What objects are visible on the kitchen counter in the video?,Ingredients and utensils.,"A spatula, a bowl of rice, and a container with spices are visible on the kitchen counter.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
58,000003,What cooking process is happening in the new frames?,Shawarma filling is being prepared.,"The new frames show the person cooking tortillas in a pan, with the chili and vegetable mixture being stirred.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
59,000003,What action was the cook performing?,Adding bread to the shawarma filling.,The cook was stirring the chili mixture in a pan and adding it to the tortillas.,Action Caption,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
60,000003,How is the cook interacting with the food?,By stirring and combining ingredients.,The cook is actively stirring the food in a pan and using a spatula to place it onto the tray.,Action Caption,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
61,000003,Describe the cook's technique in the video clip.,Carefully scooping and spreading filling onto bread.,"The cook skillfully uses a spatula to transfer the cooked tortillas from the pan onto the plates, demonstrating careful and precise handling.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
62,000003,Is there more than one dish being cooked simultaneously?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
63,000003,Is the cook wearing any protective gloves in the video?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
64,000003,Does the video capture the addition of toppings to the shawarma?,No.,"Yes, the video captures the addition of toppings to the shawarma as it is being cooked.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
65,000003,Is the mobile phone operated before rolling sauce in flat breads?,No,No.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
66,000003,Do I cut the tomatoes before preparing the shawarma?,Yes,"Yes, the person cuts the tomatoes before preparing the shawarma.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
67,000003,Is the shawarma prepared before cutting tomatoes?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
68,000003,Do I roll sauce in flat breads after cutting tomatoes?,Yes,"Yes, you roll sauce in flat breads after cutting tomatoes.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
69,000003,Is the mobile phone operated after preparing the shawarma?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
70,000003,What action occurs just before I operated the mobile phone?,Rolling sauce in flat breads,"Just before I operated the mobile phone, a person is seen preparing food on the stove.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
71,000003,What do I do before cutting the tomatoes?,"Nothing, it is the first action.","Before cutting the tomatoes, you should first remove any stems or leaves from them.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
72,000003,What occurs just before preparing the shawarma?,Operating the mobile phone,"Just before preparing the shawarma, a person is seen stirring the contents of a pan with a spatula.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
73,000003,"In the video, did I open the kitchen drawers before cutting vegetables?",No,"Yes, the kitchen drawers were opened before cutting vegetables.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
74,000003,Does the cooking of shawarma happen before regulating the cooker's heat?,Yes,"Yes, the cooking of shawarma happens before regulating the cooker's heat.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
75,000003,"In the video, is the mobile phone operated after the sauce is rolled in flatbreads?",Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
76,000003,Is heat regulation done before cutting tomatoes with a knife?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
77,000003,"In the video sequence, what do I do before cooking shawarma?",Cut vegetables,"Before cooking shawarma, I open the oven door and place a tray of cooked shawarma on it.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
78,000004,Describe the setting shown in the video clip.,A kitchen where shawarma is being prepared.,The video is set in a kitchen where various ingredients and cooking utensils are arranged on the counter.,Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
79,000004,What is happening in these new frames?,Shawarma is being filled with ingredients.,"In these new frames, the person is adding more ingredients to a pan on the stove, which already contains a mixture of vegetables and possibly meat.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
80,000004,Is the person in the video making a meal?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
81,000004,Is the kitchen the main location in these frames?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
82,000004,Does the video capture the moment of grilling meat for the shawarma?,No.,"Yes, the video captures the moment of grilling meat for the shawarma.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
83,000004,Are spices being added to the food in this clip?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
84,000004,"In the video, is the shawarma filling added to the bread before wrapping it?",Yes,Yes,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
85,000004,Does the chopping of vegetables occur before heating the pan?,No,"Yes, the chopping of vegetables occurs before heating the pan.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
86,000004,Is the stove turned off before removing the pan from heat?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
87,000004,"In the video, is the bread placed on the pan before adding fillings?",Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
88,000004,Is the shawarma served before adding sauce?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
89,000004,What do I do before adding the shawarma filling to the bread?,Chop vegetables,"Before adding the shawarma filling to the bread, you should ensure that all ingredients are well combined and ready for cooking.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
90,000004,What is done before turning off the stove?,Cook shawarma,"Before turning off the stove, the person adds more ingredients to a pan containing a colorful mixture of vegetables and spices.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
91,000004,What is the immediate step before serving the shawarma?,Add sauce,The immediate step before serving the shawarma is adding a spoonful of shredded cheese to each wrap.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
92,000004,"In the video, is the sauce added to the flat bread before cutting the tomatoes?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
93,000004,Does the person operate the mobile phone after rolling the sauce in the flat breads?,Yes,"Yes, the person operates the mobile phone after rolling the sauce in the flat breads.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
94,000004,Is the shawarma prepared before the tomatoes are cut with a knife?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
95,000004,"In the video, does rolling the sauce happen before the shawarma preparation?",No,"No, the sauce is added to the shawarma before rolling it.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
96,000004,Is the flat bread used before operating the mobile phone?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
97,000005,What setting is portrayed in the latest clip?,A kitchen setting.,"The latest clip portrays a festive Christmas setting, with the kitchen decorated and adorned with Christmas decorations.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
98,000005,What activity is featured in the frame?,Preparing shawarma.,"The activity featured in the frame is cooking, specifically making tortillas.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
99,000005,Is the shawarma preparation process completed in the clip?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
100,000005,Is there more than one person visible in the kitchen?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
101,000005,Does the clip show any cooking appliances being used?,No.,No.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
102,000005,Is there any sign of food already cooked in the scene?,No.,"Yes, there is a pot of food on the stove in the background.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
103,000005,Is the person in the frame wearing gloves?,No.,No.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
104,000005,"In the video, is the meat added to the shawarma wrap before chopping the herbs?",No,"No, the meat is not added to the shawarma wrap before chopping the herbs.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
105,000005,"In the video, is the shawarma wrap prepared before the vegetables are chopped?",Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
106,000005,Does chopping herbs happen after the vegetables are mixed in the bowl?,No,"Yes, the chopped herbs are added to the bowl after the vegetables are mixed in.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
107,000005,Is the shawarma meat cooked before the vegetables are cut?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
108,000005,What happens just before the shawarma meat is added to the wrap in the video?,The vegetables are mixed in a bowl,"Just before the shawarma meat is added to the wrap, a person with red nail polish adds more green vegetables to the wrap.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
109,000005,What action takes place before the wrap is rolled up in the video?,The meat and vegetables are added to it,"Before the wrap is rolled up, a person places the red onion on top of the green lettuce.",What event order,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
110,000005,"In the video, is the meat placed on the bread before adding vegetables?",No,"No, the meat is not placed on the bread before adding vegetables.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
111,000005,Is the bread toasted before spreading the meat on it?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
112,000005,"In the clip, is the chopping of vegetables shown before the frying of meat?",Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
113,000005,Does the video show adding condiments after the meat is placed on the bread?,Yes,"No, the video does not show adding condiments after the meat is placed on the bread.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
114,000005,What occurs just before the meat is added to the bread in the video?,Vegetables are chopped,"Just before the meat is added to the bread, a person with red nail polish adds more green vegetables to the bowl.",What event order,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
115,000005,"In the video sequence, what do we see happening before the bread is picked up?",Vegetables being sautéed,"Before the bread is picked up, we see a kitchen setting with various ingredients and utensils on the counter.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
116,000005,"Before the chopping of vegetables, what event is shown in the clip?",Preparing other ingredients,"The clip shows a festive Christmas tree in the background, indicating that the preparation is part of holiday preparations.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
117,000005,What does the cook do before adding condiments to the shawarma?,Place meat on the bread,The cook adds a red sauce to the shawarma.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
118,000006,What is the setting of this scene?,A kitchen.,The setting of this scene is a kitchen where the person is preparing food.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
119,000006,What culinary activity is taking place?,Preparing shawarma.,The culinary activity taking place is making tortillas filled with a meat mixture.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
120,000006,Which type of cuisine is being worked on?,"Middle Eastern, specifically shawarma.","The cuisine being worked on is likely Mexican, as indicated by the ingredients and cooking methods.",Scene Summary,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
121,000006,Are any other tasks being carried out besides cooking?,"No, just cooking.","Yes, the person is also preparing a bowl of rice and adding it to the pan with the meat mixture.",Scene Summary,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
122,000006,Is the kitchen residential or commercial?,It appears residential.,The kitchen is residential.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
123,000006,Is any equipment being used in the action?,"Yes, a knife for chopping.","Yes, a frying pan is being used to cook the meat mixture.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
124,000006,Is the person cooking alone or with others?,The clip only shows one person cooking.,The person is cooking alone.,Action Caption,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
125,000006,Is there more than one person in this scene?,No.,"Yes, there is one person visible in the scene.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
126,000006,Has the meal been completed in this frame?,No.,"Yes, the meal has been completed in this frame. The person is now holding a tortilla filled with meat and sauce, ready to be served.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
127,000006,Is the person in the video cleaning?,No.,No.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
128,000006,Does this clip show the finished shawarma dish?,No.,"Yes, the clip shows the finished shawarma dish with a bowl of sauce and additional ingredients on the countertop.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
129,000006,Are there any children present in this video?,No.,"No, there are no children present in the video.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
130,000006,"In the video, is the shawarma prepared after I washed the vegetables?",No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
131,000006,"In the video, do I chop the parsley before assembling the shawarma?",Yes,"Yes, you chop the parsley before assembling the shawarma.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
132,000006,Does cutting tomatoes occur before the marinating of meat?,Yes,"Yes, the video shows a close-up of hands cutting tomatoes before marinating meat.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
133,000006,"In the clip, is the garlic crushed before the tzatziki sauce is mixed?",Yes,Yes,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
134,000006,Is the lettuce shredded after the hummus is spread on the bread?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
135,000006,What happens before I season the shawarma meat?,Chopping onions,"Before seasoning the shawarma meat, the person in the video is seen preparing a bowl of sauce and adding it to the pan.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
136,000006,What do I do just before wrapping the shawarma?,Adding sauces,I place the shawarma on a plate and proceed to wrap it.,What event order,no,1,"{
""correct"": ""no"",
""score"": 1
}"
137,000006,What occurs before I put the shawarma on the grill?,Skewing meat,"Before placing the shawarma on the grill, it is shown that the person has already prepared a bowl of sauce and is about to add it to the pan.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
138,000006,"In the video, what action precedes slicing the cooked shawarma?",Removing from heat,Slicing the cooked shawarma is preceded by placing a tortilla on top of it.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
139,000006,What task is completed before garnishing the dish with parsley?,Placing the shawarma on the plate.,The task of adding a dollop of sauce to the tortillas is completed before garnishing them with parsley.,What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
140,000006,"In the kitchen, is shawarma added to the pita before chopping the herbs?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
141,000006,Are the herbs chopped before the shawarma is cooked?,Yes,"Yes, the herbs are chopped before the shawarma is cooked.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
142,000006,Is the pita prepared before any cooking starts?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
143,000006,Is the pan on the stove before chopping the herbs?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
144,000006,What happens before the pita is filled with shawarma?,Shawarma is cooked.,"Before filling the pita with shawarma, it is first rolled and then filled.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
145,000006,What is the action performed after placing the pan on the stove?,Cooking shawarma.,The action performed after placing the pan on the stove is stirring the contents of the pan with a spoon.,What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
146,000007,What is the setting shown in the video clip?,A kitchen.,The setting shown in the video clip is a kitchen.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
147,000007,Which dish is being prepared in this video?,Shawarma.,The dish being prepared in this video is a taco.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
148,000007,Are there any decorations visible in the video scene?,"Yes, a Christmas tree.","Yes, there are Christmas decorations visible in the background.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
149,000007,What appliances are present in the video scene?,A stove and fridge are visible.,"The appliances present in the video scene include a microwave, an oven, and a blender.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
