video_id,question,answer,pred_answer,task
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heat regulator operated before rolling sauce in flatbreads?,No,"Yes, the heat regulator is turned on before rolling sauce in flatbreads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before rolling sauce in flatbreads?,Cutting tomatoes with a knife.,"Just before rolling sauce in flatbreads, the person places a tortilla on the pan and starts to roll it.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before operating the heat regulator?,Cutting vegetables with knives.,"Just before operating the heat regulator, the person places the tortilla on the pan and adjusts the heat setting.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done just before opening drawers in the kitchen?,Operating the heat regulator of the cooker.,"Just before opening drawers in the kitchen, the person is seen holding a tortilla, preparing to open one of the drawers.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity occurs just before operating a mobile phone?,Rolling sauce in flatbreads.,"A person is seen holding a white plate with a red object, possibly a piece of food, and appears to be preparing to use it.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before the vegetables are chopped?,No,"Yes, the cabinet is opened before the vegetables are chopped.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does operating the heat regulator happen after chopping vegetables?,Yes,"Yes, after chopping vegetables, the person operates the heat regulator to adjust the stove's temperature.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is wrapping sauce in flat bread before cutting vegetables?,No,"Yes, wrapping sauce is in the bowl of flat bread before cutting vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I use the mobile phone before opening drawers?,Yes,"No, you do not use the mobile phone before opening drawers.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the cabinet is opened in the video?,Chopping vegetables,"Just before the cabinet is opened, the person is seen holding a red container, possibly a spice container, and a spatula.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs immediately before operating the heat regulator?,Cutting vegetables with knives,"A person is seen holding a red spatula, preparing to operate the heat regulator.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do right before rolling sauce in flat breads?,Cutting tomatoes,You should roll the sauce in the flat breads.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place just before using the mobile phone?,Rolling sauce in flat breads,"Just before using the mobile phone, the person is seen holding a red container, possibly a container of sauce or seasoning, and appears to be preparing to add it to the tortillas.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done directly before opening drawers in the kitchen?,Operating the heat regulator.,"The person is seen opening drawers in the kitchen, likely to access ingredients or tools.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the latest video frame?,A kitchen.,The setting of the latest video frame is a kitchen with a countertop and various kitchen utensils and ingredients visible.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be seen on the stove in the video clip?,A pan with shawarma filling and bread.,"On the stove, there are two pots with different contents: one with a brownish mixture and the other with a colorful mixture of vegetables and possibly meat.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How many pans are on the stove in the video?,Two pans.,There are two pans on the stove in the video.,Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What objects are visible on the kitchen counter in the video?,Ingredients and utensils.,"On the kitchen counter, there are various kitchen items such as a cutting board with chopped vegetables, a blender, a container of eggs, a bottle of oil, and a container of spices.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What cooking process is happening in the new frames?,Shawarma filling is being prepared.,"The new frames show the person preparing a dish that involves rolling tortillas filled with a mixture of vegetables and possibly meat, as well as adding ingredients to the tortillas.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action was the cook performing?,Adding bread to the shawarma filling.,"The cook was preparing food, specifically rolling tortillas and adding ingredients to them.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the cook interacting with the food?,By stirring and combining ingredients.,"The cook is actively involved in the cooking process, using a spatula to stir the food and occasionally adjusting the position of the food on the pan.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the cook's technique in the video clip.,Carefully scooping and spreading filling onto bread.,"The cook demonstrates a meticulous and methodical approach to preparing the food, focusing on the precise placement of ingredients and the careful handling of the tortillas. The video captures the meticulous preparation of the food, highlighting the attention to detail and the use of various kitchen tools and ingredients.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one dish being cooked simultaneously?,Yes.,"Yes, there are multiple dishes being cooked simultaneously, including a pot of chili and a pan of vegetables.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cook wearing any protective gloves in the video?,No.,"No, the cook is not wearing any protective gloves in the video.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the addition of toppings to the shawarma?,No.,"Yes, the video captures the addition of toppings to the shawarma, as the person adds chopped tomatoes and green herbs to the shawarma wrap.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated before rolling sauce in flat breads?,No,"No, the mobile phone is not operated before rolling sauce in flat breads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut the tomatoes before preparing the shawarma?,Yes,"Yes, the person is seen holding a bowl of chopped tomatoes and appears to be preparing to add them to the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before cutting tomatoes?,No,"Yes, the shawarma is prepared before cutting tomatoes by placing the sliced tomatoes on a white plate and then adding chopped green herbs to it.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I roll sauce in flat breads after cutting tomatoes?,Yes,"Yes, you roll sauce in flat breads after cutting tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated after preparing the shawarma?,Yes,"Yes, the mobile phone is placed on the counter after the shawarma is prepared.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action occurs just before I operated the mobile phone?,Rolling sauce in flat breads,"Just before I operated the mobile phone, the person is seen holding a white bowl filled with chopped tomatoes and green herbs, likely preparing to add them to the dish.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before cutting the tomatoes?,"Nothing, it is the first action.","Before cutting the tomatoes, you should chop the tomatoes into smaller pieces using a knife.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before preparing the shawarma?,Operating the mobile phone,"Just before preparing the shawarma, the person is seen holding a white bowl filled with chopped tomatoes and green herbs, preparing to add them to the shawarma wrap.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, did I open the kitchen drawers before cutting vegetables?",No,"Yes, the person in the video opens the kitchen drawers before cutting vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the cooking of shawarma happen before regulating the cooker's heat?,Yes,"Yes, the cooking of shawarma happens before regulating the cooker's heat, as the person is seen holding a bowl of chopped tomatoes and adjusting the stove's heat to ensure the shawarma cooks evenly.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the mobile phone operated after the sauce is rolled in flatbreads?",Yes,"Yes, the mobile phone is operated after the sauce is rolled in flatbreads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is heat regulation done before cutting tomatoes with a knife?,No,"Yes, the person is seen holding a knife and cutting tomatoes with a fork, indicating that heat regulation is being done before cutting tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do I do before cooking shawarma?",Cut vegetables,"Before cooking shawarma, you first prepare the ingredients on the counter, including the sliced vegetables, onions, garlic, and cilantro.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the setting shown in the video clip.,A kitchen where shawarma is being prepared.,"The video shows a kitchen setting where a person is preparing a meal involving tortillas, meat, and vegetables. The kitchen counter is cluttered with various ingredients and utensils, and the person is using a spatula to mix the ingredients on the counter. The person is also seen holding a smartphone, possibly taking a photo or recording the cooking process.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is happening in these new frames?,Shawarma is being filled with ingredients.,"In these new frames, a person is preparing a dish that involves rolling tortillas filled with a mixture of meat and vegetables, and then cooking them in a pan. The person is using a spatula to stir the mixture in the pan, and there are various ingredients and utensils on the counter, including a bowl of shredded cheese and a container of spices.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video making a meal?,Yes.,Yes,Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen the main location in these frames?,Yes.,"Yes, the kitchen is the main location in these frames, as it is the central setting where the cooking process is taking place.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the moment of grilling meat for the shawarma?,No.,"No, the video does not capture the moment of grilling meat for the shawarma. The focus is on the preparation of the shawarma wraps and the cooking process.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are spices being added to the food in this clip?,No.,"Yes, spices are being added to the food in the pan on the stove.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma filling added to the bread before wrapping it?",Yes,"Yes, the shawarma filling is added to the bread before wrapping it.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the chopping of vegetables occur before heating the pan?,No,"Yes, the chopping of vegetables occurs before heating the pan.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the stove turned off before removing the pan from heat?,Yes,"Yes, the stove is turned off before removing the pan from heat.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the bread placed on the pan before adding fillings?",Yes,"Yes, the bread is placed on the pan before adding fillings.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma served before adding sauce?,No,"Yes, the shawarma is served with the sauce before being added to the pan.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before adding the shawarma filling to the bread?,Chop vegetables,"Before adding the shawarma filling to the bread, you should first prepare the filling by mixing the meat with the sauce and then spread it evenly over the filling.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done before turning off the stove?,Cook shawarma,"Before turning off the stove, the person is seen holding a red plate and a fork, possibly preparing to serve or eat the food.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the immediate step before serving the shawarma?,Add sauce,The immediate step before serving the shawarma is placing the rolled-up wraps on the tray.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sauce added to the flat bread before cutting the tomatoes?",No,"No, the sauce is not added to the flat bread before cutting the tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person operate the mobile phone after rolling the sauce in the flat breads?,Yes,"No, the person does not operate the mobile phone after rolling the sauce in the flat breads.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before the tomatoes are cut with a knife?,Yes,"Yes, the shawarma is prepared before the tomatoes are cut with a knife.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does rolling the sauce happen before the shawarma preparation?",No,"No, the video does not show rolling the sauce before the shawarma preparation.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the flat bread used before operating the mobile phone?,Yes,"No, the flat bread is not used before operating the mobile phone.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is portrayed in the latest clip?,A kitchen setting.,"The latest clip portrays a kitchen setting with a Christmas tree in the background, indicating a festive atmosphere.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is featured in the frame?,Preparing shawarma.,"The activity featured in the frame is cooking, specifically preparing a dish that includes tortillas, green leafy vegetables, and a bowl of sauce.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma preparation process completed in the clip?,No.,"Yes, the shawarma preparation process is completed in the clip, as the person is holding the shawarma and appears to be in the process of wrapping it.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person visible in the kitchen?,No.,"Yes, there is another person visible in the kitchen, partially visible on the left side of the frame.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking appliances being used?,No.,"No, the clip does not show any cooking appliances being used; it focuses on the preparation of a dish involving tortillas, vegetables, and herbs.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any sign of food already cooked in the scene?,No.,"Yes, there is a bowl of chili in the background, suggesting that the food preparation is ongoing.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the frame wearing gloves?,No.,"No, the person in the frame is not wearing gloves.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat added to the shawarma wrap before chopping the herbs?",No,"No, the meat is not added to the shawarma wrap before chopping the herbs.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma wrap prepared before the vegetables are chopped?",Yes,"Yes, the shawarma wrap is prepared before the vegetables are chopped.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does chopping herbs happen after the vegetables are mixed in the bowl?,No,"Yes, the person is seen chopping herbs in a bowl after the vegetables are mixed in the bowl.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma meat cooked before the vegetables are cut?,Yes,"No, the shawarma meat is not cooked before the vegetables are cut.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the shawarma meat is added to the wrap in the video?,The vegetables are mixed in a bowl,"Just before the shawarma meat is added to the wrap, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the wrap.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place before the wrap is rolled up in the video?,The meat and vegetables are added to it,"Before the wrap is rolled up, the person is seen spreading the green leafy vegetables on a cutting board.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat placed on the bread before adding vegetables?",No,"No, the meat is not placed on the bread before adding vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the bread toasted before spreading the meat on it?,No,"No, the bread is not toasted before spreading the meat on it.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the chopping of vegetables shown before the frying of meat?",Yes,"No, the chopping of vegetables is shown after the frying of meat.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video show adding condiments after the meat is placed on the bread?,Yes,"No, the video does not show adding condiments after the meat is placed on the bread. The focus is on the preparation of the dish, specifically the addition of the meat to the tortillas.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the meat is added to the bread in the video?,Vegetables are chopped,"Just before the meat is added to the bread, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the bread.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do we see happening before the bread is picked up?",Vegetables being sautéed,"Before the bread is picked up, we see a person in a kitchen setting, preparing ingredients for a meal. The scene includes a wooden cutting board with chopped greens, a bowl of tortillas, and a pot of beans. The person is holding a bowl of tortillas and appears to be in the process of preparing the ingredients for the next step in the cooking process.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"Before the chopping of vegetables, what event is shown in the clip?",Preparing other ingredients,"The clip shows a person preparing a dish, likely a wrap or burrito, with a bowl of tortilla and a bowl of shredded vegetables.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What does the cook do before adding condiments to the shawarma?,Place meat on the bread,The cook adds a red sauce to the shawarma before adding condiments to it.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of this scene?,A kitchen.,"The setting of this scene is a kitchen with a Christmas tree in the background, indicating a festive or holiday season.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What culinary activity is taking place?,Preparing shawarma.,"The culinary activity taking place is the preparation of a dish involving tortillas, meat, and a sauce.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Which type of cuisine is being worked on?,"Middle Eastern, specifically shawarma.","The cuisine being worked on is likely Mexican, as indicated by the ingredients and the style of cooking.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are any other tasks being carried out besides cooking?,"No, just cooking.","Yes, the person is also preparing a bowl of rice, as indicated by the bowl on the counter.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen residential or commercial?,It appears residential.,"The kitchen appears to be residential, as indicated by the presence of a Christmas tree in the background, suggesting a festive season.",Scene Summary
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is any equipment being used in the action?,"Yes, a knife for chopping.","Yes, a cutting board is visible on the countertop, and a knife is being used to cut the tortillas.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person cooking alone or with others?,The clip only shows one person cooking.,"The person is cooking alone, as there are no other people visible in the image.",Action Caption
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person in this scene?,No.,"Yes, there is more than one person in the scene.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Has the meal been completed in this frame?,No.,"Yes, the meal has been completed in this frame. The person has successfully made the filling and rolled the tortillas into the filling, and the meal is now ready to be served.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video cleaning?,No.,"No, the person is not cleaning; they are actively preparing food.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does this clip show the finished shawarma dish?,No.,"Yes, the clip shows the finished shawarma dish, with the filling being fully incorporated into the wrap, and the person is seen holding the completed dish, ready to be served.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are there any children present in this video?,No.,"No, there are no children present in the video.",Whether Something Happened(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma prepared after I washed the vegetables?",No,"No, the shawarma is not prepared after I washed the vegetables.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, do I chop the parsley before assembling the shawarma?",Yes,"No, the video does not show you chopping the parsley before assembling the shawarma.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does cutting tomatoes occur before the marinating of meat?,Yes,"No, the marinating of meat occurs after the cutting of tomatoes.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the clip, is the garlic crushed before the tzatziki sauce is mixed?",Yes,"Yes, the garlic is crushed before the tzatziki sauce is mixed.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the lettuce shredded after the hummus is spread on the bread?,Yes,"No, the lettuce is not shredded after the hummus is spread on the bread.",Order Judging(Y/N)
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens before I season the shawarma meat?,Chopping onions,"Before seasoning the shawarma meat, the person in the video picks up a shawarma wrap and places it on a plate.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do just before wrapping the shawarma?,Adding sauces,You should place the shawarma wrap on the tray and roll it up.,What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs before I put the shawarma on the grill?,Skewing meat,"Before placing the shawarma on the grill, the person is seen holding a shawarma wrap, preparing to cook it.",What event order
9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, what action precedes slicing the cooked shawarma?",Removing from heat,The action that precedes slicing the cooked shawarma is spreading the meat mixture onto the tortilla.,What event order
