"video_id","question","answer","pred_answer","task"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is a cooking activity happening in a bedroom?","No, it's happening in a kitchen.","No, the kitchen is not a bedroom; it is a cooking activity taking place in a kitchen.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the frame capture the act of grilling or frying?","No.","Yes, the frame captures the act of grilling or frying, as the person is seen placing the tortillas on the grill.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, are vegetables cut before the heat regulator is operated?","Yes","Yes, the vegetables are cut before the heat regulator is operated.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does rolling sauce in flatbreads occur after cutting tomatoes?","Yes","Yes, after cutting tomatoes, the rolling sauce is added to the flatbreads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the opening of the drawers happen before using the mobile phone?","No","Yes, the opening of the drawers happens before using the mobile phone.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the heat regulator operated before rolling sauce in flatbreads?","No","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before rolling sauce in flatbreads?","Cutting tomatoes with a knife.","Just before rolling sauce in flatbreads, the person uses a spatula to spread the sauce evenly over the flatbreads.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens just before operating the heat regulator?","Cutting vegetables with knives.","Just before operating the heat regulator, the person places the tortilla on the pan and adjusts the heat setting.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is done just before opening drawers in the kitchen?","Operating the heat regulator of the cooker.","Just before opening drawers, the person is seen holding a tortilla, preparing to open a drawer.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What activity occurs just before operating a mobile phone?","Rolling sauce in flatbreads.","Just before operating a mobile phone, the person is seen preparing to place a tortilla on the pan, indicating the start of the cooking process.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the cabinet opened before the vegetables are chopped?","No","Yes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does operating the heat regulator happen after chopping vegetables?","Yes","Yes, the person is seen operating the heat regulator, likely to adjust the cooking temperature.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is wrapping sauce in flat bread before cutting vegetables?","No","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I use the mobile phone before opening drawers?","Yes","Yes, the mobile phone is used to open the drawers.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens just before the cabinet is opened in the video?","Chopping vegetables","Just before the cabinet is opened, the person is seen holding a red plastic container with a lid, possibly containing ingredients or tools, and is about to open it.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs immediately before operating the heat regulator?","Cutting vegetables with knives","A person is seen holding a smartphone, possibly checking the cooking progress or navigating the kitchen.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do right before rolling sauce in flat breads?","Cutting tomatoes","You should roll the sauce in the flat breads.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action takes place just before using the mobile phone?","Rolling sauce in flat breads","Just before using the mobile phone, the person is seen holding a red container, possibly a container of sauce or seasoning, and appears to be preparing to use it.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is done directly before opening drawers in the kitchen?","Operating the heat regulator.","The person is seen opening a drawer and placing a tortilla on a tray.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the setting of the latest video frame?","A kitchen.","The setting of the latest video frame is a kitchen with a countertop where the person is preparing food.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What can be seen on the stove in the video clip?","A pan with shawarma filling and bread.","On the stove, there are two tortillas, a pan with a mixture of meat and vegetables, and a bowl of chopped onions.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","How many pans are on the stove in the video?","Two pans.","There are two pans on the stove in the video.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What objects are visible on the kitchen counter in the video?","Ingredients and utensils.","A cutting board with chopped green herbs, a bowl of chopped tomatoes, and a plate of grated cheese are visible on the kitchen counter.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What cooking process is happening in the new frames?","Shawarma filling is being prepared.","The new frames show the person preparing tortillas, adding ingredients to them, and then rolling them into tortillas.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action was the cook performing?","Adding bread to the shawarma filling.","The cook was preparing food, specifically rolling tortillas and adding ingredients to them.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","How is the cook interacting with the food?","By stirring and combining ingredients.","The cook is actively involved in the cooking process, using utensils and ingredients to prepare the food.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Describe the cook's technique in the video clip.","Carefully scooping and spreading filling onto bread.","The cook demonstrates a meticulous technique by carefully folding the tortillas, ensuring they are evenly folded and then placing them onto the pan. The pan is filled with a mixture of ingredients, including a chunky, red sauce and a vibrant mix of vegetables, which the cook adds to the tortillas.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one dish being cooked simultaneously?","Yes.","Yes, there are two dishes being cooked simultaneously on the stove.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the cook wearing any protective gloves in the video?","No.","No, the cook is not wearing any protective gloves in the video.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video capture the addition of toppings to the shawarma?","No.","Yes, the video captures the addition of toppings to the shawarma, as the person adds the toppings to the shawarma wrap.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the mobile phone operated before rolling sauce in flat breads?","No","Yes, the mobile phone is used to operate the rolling machine before rolling the sauce in flat breads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I cut the tomatoes before preparing the shawarma?","Yes","Yes, the person in the video is seen cutting the tomatoes before preparing the shawarma.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma prepared before cutting tomatoes?","No","Yes, the shawarma is prepared before cutting tomatoes by placing the sliced tomatoes on a plate and then cutting them into smaller pieces.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I roll sauce in flat breads after cutting tomatoes?","Yes","Yes, the person rolls sauce in flat breads after cutting tomatoes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the mobile phone operated after preparing the shawarma?","Yes","Yes, the mobile phone is shown in the video, indicating that it was used to take the photo of the shawarma preparation.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action occurs just before I operated the mobile phone?","Rolling sauce in flat breads","Just before I operated the mobile phone, the person is seen holding a white bowl filled with chopped tomatoes and green herbs.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do before cutting the tomatoes?","Nothing, it is the first action.","Before cutting the tomatoes, you need to chop the tomatoes into smaller pieces.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before preparing the shawarma?","Operating the mobile phone","Just before preparing the shawarma, the person is seen holding a bowl of chopped onions and garlic, ready to add them to the shawarma wrap.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, did I open the kitchen drawers before cutting vegetables?","No","Yes, the person in the video opens the kitchen drawers before cutting vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the cooking of shawarma happen before regulating the cooker's heat?","Yes","Yes, the cooking of shawarma happens before regulating the cooker's heat.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the mobile phone operated after the sauce is rolled in flatbreads?","Yes","Yes, the mobile phone is operated after the sauce is rolled in flatbreads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is heat regulation done before cutting tomatoes with a knife?","No","Yes, the person is seen holding a knife and cutting tomatoes with a spatula, indicating that heat regulation has been done before cutting tomatoes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video sequence, what do I do before cooking shawarma?","Cut vegetables","Before cooking shawarma, you first prepare the filling by mixing the ingredients in a bowl.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Describe the setting shown in the video clip.","A kitchen where shawarma is being prepared.","The video takes place in a kitchen with a Christmas tree in the background, indicating a festive atmosphere. The kitchen is well-equipped with various cooking utensils and ingredients, including a large pot of chili, a tray of rolled tortillas, and a tray of filled tortillas. The person is seen preparing a meal, including filling tortillas with a mixture of meat and vegetables, and adding them to a pan of chili.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is happening in these new frames?","Shawarma is being filled with ingredients.","In these new frames, a person is preparing tortillas filled with a meat mixture, which is being cooked in a pot on the stove. The person is using a spatula to stir the mixture, ensuring it is evenly cooked.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the video making a meal?","Yes.","Yes","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the kitchen the main location in these frames?","Yes.","Yes, the kitchen is the main location in these frames, as it is the central setting where the cooking process is taking place.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video capture the moment of grilling meat for the shawarma?","No.","Yes, the video captures the moment of grilling meat for the shawarma, with the meat being cooked in a pan on the stove.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are spices being added to the food in this clip?","No.","Yes, spices are being added to the food in the pan on the stove.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma filling added to the bread before wrapping it?","Yes","Yes, the shawarma filling is added to the bread before wrapping it.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the chopping of vegetables occur before heating the pan?","No","Yes, the chopping of vegetables occurs before heating the pan.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the stove turned off before removing the pan from heat?","Yes","Yes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the bread placed on the pan before adding fillings?","Yes","Yes, the bread is placed on the pan before adding fillings.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma served before adding sauce?","No","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do before adding the shawarma filling to the bread?","Chop vegetables","Before adding the shawarma filling to the bread, you should first roll the tortilla and place it on the tray.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is done before turning off the stove?","Cook shawarma","Before turning off the stove, the person is seen holding a spatula and stirring the mixture in the frying pan.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the immediate step before serving the shawarma?","Add sauce","The immediate step before serving the shawarma is spreading the meat mixture onto the rolled-up tortillas.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the sauce added to the flat bread before cutting the tomatoes?","No","No, the sauce is not added to the flat bread before cutting the tomatoes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the person operate the mobile phone after rolling the sauce in the flat breads?","Yes","Yes, the person operates the mobile phone after rolling the sauce in the flat breads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma prepared before the tomatoes are cut with a knife?","Yes","Yes, the shawarma is prepared before the tomatoes are cut with a knife.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, does rolling the sauce happen before the shawarma preparation?","No","No, the sauce is added to the shawarma before the shawarma is rolled.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the flat bread used before operating the mobile phone?","Yes","Yes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What setting is portrayed in the latest clip?","A kitchen setting.","The latest clip portrays a festive setting, likely during the holiday season, with a Christmas tree visible in the background.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What activity is featured in the frame?","Preparing shawarma.","The activity featured in the frame is the preparation of a dish, specifically making tortillas.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma preparation process completed in the clip?","No.","Yes, the shawarma preparation process is completed in the clip, as the shawarma is being cut into smaller pieces.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one person visible in the kitchen?","No.","Yes, there is another person visible in the kitchen, standing near the sink and the counter.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the clip show any cooking appliances being used?","No.","Yes, the clip shows a close-up of a person using a knife to chop green vegetables on a cutting board.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there any sign of food already cooked in the scene?","No.","Yes, there is a bowl of tortillas with a spoon in it, indicating that some food has already been prepared.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the frame wearing gloves?","No.","No.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the meat added to the shawarma wrap before chopping the herbs?","No","No, the meat is not added to the shawarma wrap before chopping the herbs.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma wrap prepared before the vegetables are chopped?","Yes","Yes, the shawarma wrap is prepared before the vegetables are chopped.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does chopping herbs happen after the vegetables are mixed in the bowl?","No","Yes, the person continues to chop the herbs in the bowl after the vegetables are mixed in.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma meat cooked before the vegetables are cut?","Yes","Yes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens just before the shawarma meat is added to the wrap in the video?","The vegetables are mixed in a bowl","Just before the shawarma meat is added to the wrap, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the wrap.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action takes place before the wrap is rolled up in the video?","The meat and vegetables are added to it","Before the wrap is rolled up, the hands are seen holding the green leaves and the knife, preparing them for the next step in the cooking process.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the meat placed on the bread before adding vegetables?","No","No, the meat is not placed on the bread before adding vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the bread toasted before spreading the meat on it?","No","No, the bread is not toasted before spreading the meat on it.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the clip, is the chopping of vegetables shown before the frying of meat?","Yes","Yes, the chopping of vegetables is shown before the frying of meat in the video.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video show adding condiments after the meat is placed on the bread?","Yes","No, the video does not show adding condiments after the meat is placed on the bread.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before the meat is added to the bread in the video?","Vegetables are chopped","Just before the meat is added to the bread, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the bread.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video sequence, what do we see happening before the bread is picked up?","Vegetables being sautéed","Before the bread is picked up, we see a person with red nail polish holding a bunch of fresh green leaves, likely cilantro, and placing them into a bowl.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Before the chopping of vegetables, what event is shown in the clip?","Preparing other ingredients","Before the chopping of vegetables, the Christmas tree is shown in the background.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What does the cook do before adding condiments to the shawarma?","Place meat on the bread","The cook adds a red sauce to the shawarma before adding condiments.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the setting of this scene?","A kitchen.","The setting of this scene is a kitchen, specifically focusing on the preparation of a dish involving tortillas and a meat-based filling.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What culinary activity is taking place?","Preparing shawarma.","The culinary activity is making tortillas filled with a meat mixture.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Which type of cuisine is being worked on?","Middle Eastern, specifically shawarma.","The cuisine being worked on is likely Mexican, as indicated by the ingredients and the style of the food being prepared.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are any other tasks being carried out besides cooking?","No, just cooking.","Yes, the person is also seen holding a plate with a tortilla filled with a mixture, possibly a filling for the burritos, and is seen stirring the mixture in the pan.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the kitchen residential or commercial?","It appears residential.","The kitchen is residential.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is any equipment being used in the action?","Yes, a knife for chopping.","Yes, a red lid is being used to cover the tortillas.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person cooking alone or with others?","The clip only shows one person cooking.","The person is cooking alone.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one person in this scene?","No.","Yes, there is more than one person in the scene.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Has the meal been completed in this frame?","No.","Yes, the meal has been completed in this frame, with the person holding a tortilla filled with a mixture of meat and vegetables, and the tortilla being prepared to be folded into a burrito.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the video cleaning?","No.","No.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does this clip show the finished shawarma dish?","No.","Yes, the clip shows the finished shawarma dish, with the filling being fully incorporated into the wrap.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are there any children present in this video?","No.","No, there are no children present in the video.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma prepared after I washed the vegetables?","No","Yes, the shawarma is prepared after I washed the vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, do I chop the parsley before assembling the shawarma?","Yes","Yes, you chop the parsley before assembling the shawarma.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does cutting tomatoes occur before the marinating of meat?","Yes","Yes, the person is seen cutting tomatoes before the marinating of meat.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the clip, is the garlic crushed before the tzatziki sauce is mixed?","Yes","Yes, the garlic is crushed before the tzatziki sauce is mixed.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the lettuce shredded after the hummus is spread on the bread?","Yes","Yes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens before I season the shawarma meat?","Chopping onions","Before seasoning the shawarma meat, the person places the shawarma wrap on a plate and then adds a spoonful of the meat mixture to it.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do just before wrapping the shawarma?","Adding sauces","Before wrapping the shawarma, you can use the knife to cut the wrap into smaller pieces.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs before I put the shawarma on the grill?","Skewing meat","Before placing the shawarma on the grill, the person is seen holding a shaker of almond flour and a tortilla, preparing to roll the shawarma.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, what action precedes slicing the cooked shawarma?","Removing from heat","Slicing the cooked shawarma precedes the addition of the filling to the tortillas.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What task is completed before garnishing the dish with parsley?","Placing the shawarma on the plate.","Before garnishing the dish with parsley, the task completed is spreading the filling onto the tortillas.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the kitchen, is shawarma added to the pita before chopping the herbs?","No","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are the herbs chopped before the shawarma is cooked?","Yes","Yes, the herbs are chopped before the shawarma is cooked.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the pita prepared before any cooking starts?","No","Yes, the pita is prepared and placed on a tray before the next step in the cooking process.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the pan on the stove before chopping the herbs?","Yes","No, the pan is not on the stove before chopping the herbs.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens before the pita is filled with shawarma?","Shawarma is cooked.","Before the pita is filled with shawarma, the person places the pita on a tray lined with white rice, and then adds a portion of the meat mixture to the pita.","What event order"
