row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
12,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What appliance does the person in the video handle?,The heat regulator of the cooker.,The person in the video handles a large knife and a tomato.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
13,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What part of the kitchen furniture does the person interact with?,Drawers.,The person interacts with the kitchen cabinets and drawers.,Scene Summary,no,3,"{
  ""correct"": ""no"",
  ""score"": 3
}"
14,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the person controlling the cooking temperature?,Operating the heat regulator.,The person is using a stove burner to control the heat of the pot on the stovetop.,Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
15,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be inferred from the person's actions with the drawers?,Searching or organizing.,The person's actions with the drawers suggest that they are organizing or preparing ingredients for a meal.,Action Caption,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
16,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking taking place?,"No direct cooking, only preparation.","Yes, the clip shows a person preparing food/INFO",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
17,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person successfully cut the vegetables?,Yes.,"Yes, the person successfully cut the tomatoes into smaller pieces.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
18,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Was the heat regulator adjusted to a specific level?,"Yes, it was operated.","Yes, the heat regulator was turned on to a medium level.",Whether Something Happened(Y/N),no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
19,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person use any other kitchen tools besides knives?,Heat regulator only mentioned.,"Yes, the person also used a spoon to scoop out the tomato pieces and then placed them on the cutting board.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
20,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before wrapping the sauce in flat bread?,No,"No, the cabinet is not visible in the image.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
21,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut vegetables before operating the heat regulator on the cooker?,Yes,"No, you should not cut the tomatoes/INFO",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
22,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the drawer opened before the vegetables are chopped?,No,"No, the vegetables are not yet chopped.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
23,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does wrapping sauce in flat bread happen after cutting vegetables?,Yes,"After cutting the vegetables, they are placed on a plate and wrapped in foil.",Order Judging(Y/N),no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
24,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I open the cabinet before chopping the vegetables?,No,"No, you should not open the oven/INFO",Order Judging(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
25,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before wrapping the sauce in flat bread?,Chopping vegetables,The video shows a close-up of the kitchen/INFO,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
26,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What takes place right before operating the heat regulator of the cooker?,Cutting vegetables with knives,The video does not provide information about the specific actions or events that occur before operating the heat regulator of the stove.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
27,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is shown in this video clip?,A kitchen.,The setting shown in this video clip is a kitchen where the preparation of tacos and burritos is taking place.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
28,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is being performed with tomatoes?,Cutting tomatoes.,The task being performed with tomatoes is adding them to the pot of chili.,Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
29,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there an electronic device being used in this scene?,"Yes, a mobile phone.",Yes.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
30,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the sauce being utilized in the cooking process?,By spreading it on flatbreads.,"The sauce is being poured over the rolled tortillas, which are then placed into a pan on the stove.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
31,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is occurring aside from food preparation?,Operating a mobile phone.,"Aside from food preparation, there is a person using a smartphone to take photos or videos of the cooking process.",Action Caption,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
32,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What manual task is depicted involving food items?,"Cutting vegetables, specifically tomatoes.",The manual task depicted involves rolling tortillas and scooping filling from a pot.,Action Caption,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
33,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is someone chopping vegetables in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
34,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the sauce being poured into a bowl?,"No, it's being rolled in flatbreads.",No.,Whether Something Happened(Y/N),yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
35,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is a cooking activity happening in a bedroom?,"No, it's happening in a kitchen.",No.,Whether Something Happened(Y/N),yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
36,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the frame capture the act of grilling or frying?,No.,"Yes, the frame captures the act of grilling or frying by showing a close-up view of the food being cooked on the stovetop.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
37,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, are vegetables cut before the heat regulator is operated?",Yes,"Yes, the vegetables are cut before the heat regulator is operated.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
38,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does rolling sauce in flatbreads occur after cutting tomatoes?,Yes,"Yes, after cutting tomatoes, the rolling sauce in flatbreads is added to the pan with the tomato slices.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
39,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the opening of the drawers happen before using the mobile phone?,No,"Yes, the opening of the drawers happens before using the mobile phone.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
40,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heat regulator operated before rolling sauce in flatbreads?,No,"Yes, the heat regulator is turned on before rolling sauce in flatbreads.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
41,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before rolling sauce in flatbreads?,Cutting tomatoes with a knife.,"Just before rolling sauce in flatbreads, the person places a tortilla on the pan and starts to roll it.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
42,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before operating the heat regulator?,Cutting vegetables with knives.,"Just before operating the heat regulator, the person places a red container on the counter and adjusts the stove's temperature.",What event order,no,0,"{
""correct"": ""no"",
""score"": 0
}"
43,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done just before opening drawers in the kitchen?,Operating the heat regulator of the cooker.,"Just before opening drawers, the person uses a spatula to scoop out some of the filling from the tortilla shells.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
44,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity occurs just before operating a mobile phone?,Rolling sauce in flatbreads.,"Just before operating a mobile phone, the person is seen preparing to cook by rolling out dough and placing it into a pan filled with chili.",What event order,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
45,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cabinet opened before the vegetables are chopped?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
46,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does operating the heat regulator happen after chopping vegetables?,Yes,"Yes, the heat regulator is turned on after chopping vegetables.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
47,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is wrapping sauce in flat bread before cutting vegetables?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
48,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I use the mobile phone before opening drawers?,Yes,"Yes, the mobile phone is used to open drawers.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
49,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the cabinet is opened in the video?,Chopping vegetables,"Just before the cabinet is opened, a person places a tortilla on top of the rolled enchiladas.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
50,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs immediately before operating the heat regulator?,Cutting vegetables with knives,The person places the tortilla on a tray and adjusts it to ensure even cooking.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
51,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do right before rolling sauce in flat breads?,Cutting tomatoes,You should roll sauce in flat breads to ensure they are evenly coated.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
52,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place just before using the mobile phone?,Rolling sauce in flat breads,"Just before using the mobile phone, a hand is seen holding a red spatula.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
53,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done directly before opening drawers in the kitchen?,Operating the heat regulator.,The person opens a drawer labeled 'Pasta' and retrieves a package of pasta.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
54,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the latest video frame?,A kitchen.,"The setting of the latest video frame is a kitchen with a Christmas tree in the background, indicating that it might be around the holiday season.",Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
55,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What can be seen on the stove in the video clip?,A pan with shawarma filling and bread.,"The stove in the video clip has two tortillas (or burritos) on it, one with a brownish mixture and the other with a colorful mixture of vegetables.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
56,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How many pans are on the stove in the video?,Two pans.,There are two pans on the stove in the video.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
57,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What objects are visible on the kitchen counter in the video?,Ingredients and utensils.,"Visible objects on the kitchen counter include a cutting board with chopped/INFO, a bowl of chopped tomatoes and green herbs, a blender, a bottle of oil, a container of grated cheese, and a plate with rolled tortillas.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
58,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What cooking process is happening in the new frames?,Shawarma filling is being prepared.,"In the new frames, the person is seen cooking/INFO",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
59,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action was the cook performing?,Adding bread to the shawarma filling.,"The cook was preparing food, specifically rolling tortillas and adding them to a pan with a mixture of meat and vegetables串子.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
60,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How is the cook interacting with the food?,By stirring and combining ingredients.,"The cook is actively engaged in the cooking process, using a spatula to stir and mix ingredients串香粉和辣椒粉, which are likely used as toppingsNECTARAO, and occasionally adds more of them to the pan.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
61,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the cook's technique in the video clip.,Carefully scooping and spreading filling onto bread.,The cook methodically/INFO,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
62,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one dish being cooked simultaneously?,Yes.,"Yes, there are two dishes being cooked simultaneously on the stove.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
63,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the cook wearing any protective gloves in the video?,No.,No.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
64,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the addition of toppings to the shawarma?,No.,"Yes, the video captures the addition of toppings and garnishing the shaw/INFO tacos with chopped onions and cilantro.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
65,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated before rolling sauce in flat breads?,No,"No, the mobile phone is not operated before rolling sauce in flat breads.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
66,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I cut the tomatoes before preparing the shawarma?,Yes,"Yes, the person in the video is seen cutting the tomatoes before preparing the shaw/INFO.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
67,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before cutting tomatoes?,No,"Yes, the shawarma is prepared by placing sliced tomatoes/INFO and chopped tomatoes on a plate before cutting them.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
68,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I roll sauce in flat breads after cutting tomatoes?,Yes,"Yes, the person rolls sauce in flat breads after cutting tomatoes.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
69,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the mobile phone operated after preparing the shawarma?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
70,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action occurs just before I operated the mobile phone?,Rolling sauce in flat breads,"Just before I operated the mobile phone, a hand is seen holding a bowl of chopped/INFO vegetables.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
71,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before cutting the tomatoes?,"Nothing, it is the first action.","Before cutting the tomatoes, I use a knife to chop them into smaller pieces.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
72,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before preparing the shawarma?,Operating the mobile phone,"Just before preparing the sharma, the person is seen holding a bowl of chopped/INFO and adding it to the pan with the other ingredients.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
73,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, did I open the kitchen drawers before cutting vegetables?",No,"Yes, the video shows a close-up of a kitchen drawer/INFO",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
74,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the cooking of shawarma happen before regulating the cooker's heat?,Yes,"Yes, the cooking of shaw/INFO wraps happens before regulating the cooker's heat.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
75,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the mobile phone operated after the sauce is rolled in flatbreads?",Yes,"Yes, the mobile phone is operated after the sauce is rolled in flatbreads.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
76,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is heat regulation done before cutting tomatoes with a knife?,No,"Yes, the person is seen in the process of cutting tomatoes/INFO tomatoes with a knife before they are added to the pan.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
77,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what do I do before cooking shawarma?",Cut vegetables,"Before cooking shawarma, I open the microwave and place a bowl of chopped/INFO beans on the countertop.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
78,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Describe the setting shown in the video clip.,A kitchen where shawarma is being prepared.,"The video shows a kitchen setting where a person is preparing food on a countertop. The background features a tiled backsplash and various kitchen items, including a container of tortillas, a can of beans, and a bowl of shredded cheese.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
79,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is happening in these new frames?,Shawarma is being filled with ingredients.,"In these new frames, a person is seen holding a smartphone with the camera focused on them. The scene continues to show the kitchen setup with various ingredients and cooking items in motion, including rolling pin, spatula, and containers of spices or condiments.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
80,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the video making a meal?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
81,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the kitchen the main location in these frames?,Yes.,"Yes, the kitchen is the main location in these frames.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
82,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the video capture the moment of grilling meat for the shawarma?,No.,"Yes, the video captures the moment of grilling meat for the shawarma as it is placed into a pan on the stove.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
83,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Are spices being added to the food in this clip?,No.,"Yes, spices are being added to the food in this clip.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
84,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma filling added to the bread before wrapping it?",Yes,Yes,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
85,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the chopping of vegetables occur before heating the pan?,No,"Yes, the chopping of vegetables occurs before heating the pan.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
86,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the stove turned off before removing the pan from heat?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
87,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the bread placed on the pan before adding fillings?",Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
88,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma served before adding sauce?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
89,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do I do before adding the shawarma filling to the bread?,Chop vegetables,"Before adding the shawarma filling to the bread, you should first prepare the tortillas by rolling them out and cutting them into strips.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
90,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done before turning off the stove?,Cook shawarma,"Before turning off the stove, the person is seen stirring a pan with vegetables and adding more ingredients to it.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
91,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the immediate step before serving the shawarma?,Add sauce,The immediate step before serving the shawarma is spreading a mixture of shredded cheese and vegetables in a bowl.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
92,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sauce added to the flat bread before cutting the tomatoes?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
93,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person operate the mobile phone after rolling the sauce in the flat breads?,Yes,"Yes, the person operates the mobile phone after rolling the sauce in the flat breads.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
94,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma prepared before the tomatoes are cut with a knife?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
95,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does rolling the sauce happen before the shawarma preparation?",No,"No, the sauce is added to the shawarma before rolling it.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
96,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the flat bread used before operating the mobile phone?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
97,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What setting is portrayed in the latest clip?,A kitchen setting.,The latest clip portrays a festive setting with Christmas decorations in the background.,Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
98,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What activity is featured in the frame?,Preparing shawarma.,"The activity featured in the frame is preparing a dish that includes tortillas, green leafy vegetables, and other ingredients.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
99,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma preparation process completed in the clip?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
100,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there more than one person visible in the kitchen?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
101,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the clip show any cooking appliances being used?,No.,"Yes, the clip shows a microwave being used to heat up some of the ingredients.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
102,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any sign of food already cooked in the scene?,No.,"Yes, there is a bowl of cooked tortillas visible in the background.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
103,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the person in the frame wearing gloves?,No.,No.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
104,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat added to the shawarma wrap before chopping the herbs?",No,"No, the meat is not added to the shawarma wrap before chopping the herbs.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
105,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the shawarma wrap prepared before the vegetables are chopped?",Yes,"Yes, the shawarma wrap is prepared before the vegetables are chopped.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
106,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does chopping herbs happen after the vegetables are mixed in the bowl?,No,"Yes, the person continues to chop herbs on the cutting board after mixing them in the bowl.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
107,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the shawarma meat cooked before the vegetables are cut?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
108,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the shawarma meat is added to the wrap in the video?,The vegetables are mixed in a bowl,"Just before the shawarma meat is added to the wrap, a person picks up a bowl of chopped green herbs and begins to add them to the wrap.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
109,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action takes place before the wrap is rolled up in the video?,The meat and vegetables are added to it,"Before the wrap is rolled up, a person uses their hands to chop and mix the ingredients in a bowl.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
110,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the meat placed on the bread before adding vegetables?",No,"No, the meat is not placed on the bread before adding vegetables.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
111,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the bread toasted before spreading the meat on it?,No,"No, the bread is not toasted before spreading the meat.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
