"video_id","question","answer","pred_answer","task"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What kitchen activity is underway in the clip?","Cutting vegetables.","The kitchen activity underway in the clip is the preparation of a dish involving sliced tomatoes, garlic, and herbs.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What tool does the person in the video use?","Knives.","The person in the video uses a large knife to cut the tomatoes.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What appliance does the person in the video handle?","The heat regulator of the cooker.","The person in the video handles a dishwasher.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What part of the kitchen furniture does the person interact with?","Drawers.","The person interacts with the kitchen cabinets and drawers.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","How is the person controlling the cooking temperature?","Operating the heat regulator.","The person is using a timer to control the cooking temperature.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What can be inferred from the person's actions with the drawers?","Searching or organizing.","The person's actions with the drawers suggest they are organizing or cleaning them, indicating a sense of tidiness and order in the kitchen.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the clip show any cooking taking place?","No direct cooking, only preparation.","Yes, the clip shows the cooking process in progress, with the person chopping tomatoes and other ingredients on the cutting board.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Did the person successfully cut the vegetables?","Yes.","Yes, the person successfully cut the tomatoes into smaller pieces.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Was the heat regulator adjusted to a specific level?","Yes, it was operated.","Yes, the heat regulator was adjusted to a specific level, as indicated by the text '225' on the control panel.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Did the person use any other kitchen tools besides knives?","Heat regulator only mentioned.","Yes, the person used a spatula and a fork to assist in the preparation of the dish.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the cabinet opened before wrapping the sauce in flat bread?","No","Yes","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I cut vegetables before operating the heat regulator on the cooker?","Yes","Yes, the person is seen holding a knife and cutting a tomato on the cutting board before operating the heat regulator on the cooker.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the drawer opened before the vegetables are chopped?","No","Yes, the drawer is opened before the vegetables are chopped.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does wrapping sauce in flat bread happen after cutting vegetables?","Yes","Yes, after cutting vegetables, the person wraps the tomato slices in a flatbread or tortilla, which is then placed into a bowl for further preparation.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I open the cabinet before chopping the vegetables?","No","No, the person opens the cabinet before chopping the vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before wrapping the sauce in flat bread?","Chopping vegetables","Just before wrapping the sauce in flat bread, the person places the tomato halves on the cutting board and starts slicing them into thin pieces.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What takes place right before operating the heat regulator of the cooker?","Cutting vegetables with knives","A person is seen holding a black object, possibly a tool or a piece of equipment, and appears to be adjusting or operating the heat regulator of the cooker.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What setting is shown in this video clip?","A kitchen.","The setting shown in this video clip is a kitchen.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What task is being performed with tomatoes?","Cutting tomatoes.","The task being performed with tomatoes is preparing a dish that involves adding tomatoes to a pot of stew or sauce.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there an electronic device being used in this scene?","Yes, a mobile phone.","Yes, there is an electronic device being used in this scene, as the person is holding a smartphone and appears to be using it while cooking.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","How is the sauce being utilized in the cooking process?","By spreading it on flatbreads.","The sauce is being poured over the tortillas, which are being rolled out and then placed on a tray.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What activity is occurring aside from food preparation?","Operating a mobile phone.","Aside from food preparation, there is a person holding a tortilla, possibly preparing to wrap it, and another person is seen holding a spatula, likely involved in the cooking process.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What manual task is depicted involving food items?","Cutting vegetables, specifically tomatoes.","The manual task depicted involves the person preparing tortillas, which are being filled with a mixture of meat and vegetables.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is someone chopping vegetables in the video?","Yes.","Yes, someone is chopping vegetables on the counter in the video.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the sauce being poured into a bowl?","No, it's being rolled in flatbreads.","No, the sauce is being poured into a pan on the stove.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is a cooking activity happening in a bedroom?","No, it's happening in a kitchen.","No, the activity is happening in a kitchen.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the frame capture the act of grilling or frying?","No.","Yes, the frame captures the act of grilling or frying, as the person is seen grilling tortillas on a stovetop.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, are vegetables cut before the heat regulator is operated?","Yes","Yes, the vegetables are cut before the heat regulator is operated.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does rolling sauce in flatbreads occur after cutting tomatoes?","Yes","Yes, after cutting tomatoes, the rolling sauce is added to the flatbreads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the opening of the drawers happen before using the mobile phone?","No","Yes, the opening of the drawers happens before using the mobile phone.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the heat regulator operated before rolling sauce in flatbreads?","No","Yes, the heat regulator is turned on before rolling sauce in flatbreads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before rolling sauce in flatbreads?","Cutting tomatoes with a knife.","Just before rolling sauce in flatbreads, the person uses a spatula to spread the sauce evenly over the rolled flatbreads.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens just before operating the heat regulator?","Cutting vegetables with knives.","Just before operating the heat regulator, the person is seen holding a red container, possibly a container of oil or butter, and a smartphone.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is done just before opening drawers in the kitchen?","Operating the heat regulator of the cooker.","Just before opening drawers in the kitchen, the person is seen holding a tortilla, preparing to open a drawer.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What activity occurs just before operating a mobile phone?","Rolling sauce in flatbreads.","A person is preparing to use a kitchen appliance, likely a microwave, to heat up the rolled tortillas.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the cabinet opened before the vegetables are chopped?","No","Yes, the cabinet is opened before the vegetables are chopped.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does operating the heat regulator happen after chopping vegetables?","Yes","Yes, after chopping vegetables, the person operates the heat regulator to adjust the heat on the stovetop.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is wrapping sauce in flat bread before cutting vegetables?","No","Yes, the person is seen wrapping sauce in flat bread before cutting vegetables, as indicated by the presence of a red container with a lid and a blue container with a spatula on the countertop.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I use the mobile phone before opening drawers?","Yes","Yes, you can use the mobile phone before opening drawers.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens just before the cabinet is opened in the video?","Chopping vegetables","Just before the cabinet is opened, the person is seen holding a tortilla, preparing to place it on the tray.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs immediately before operating the heat regulator?","Cutting vegetables with knives","A person's hand is seen adjusting the heat regulator on the stove.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do right before rolling sauce in flat breads?","Cutting tomatoes","You should roll the sauce in the pan and then place the rolled sauce on the flat breads.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action takes place just before using the mobile phone?","Rolling sauce in flat breads","Just before using the mobile phone, the person is seen holding a red container and a smartphone, possibly checking the time or navigating through an app.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is done directly before opening drawers in the kitchen?","Operating the heat regulator.","The person is seen opening drawers in the kitchen, possibly to access ingredients or tools.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the setting of the latest video frame?","A kitchen.","The setting of the latest video frame is a kitchen with a Christmas tree in the background, indicating a festive atmosphere.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What can be seen on the stove in the video clip?","A pan with shawarma filling and bread.","The stove is filled with various cooking ingredients and utensils, including a pot of chili, a pan with a mixture of ingredients, and a tray with rolled tortillas.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","How many pans are on the stove in the video?","Two pans.","There are two pans on the stove in the video.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What objects are visible on the kitchen counter in the video?","Ingredients and utensils.","On the kitchen counter, there are various kitchen items including a blender, a cutting board with chopped vegetables, a plate with tortillas, a spatula, and a container with a red lid.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What cooking process is happening in the new frames?","Shawarma filling is being prepared.","The new frames show the person in the kitchen preparing a dish that involves rolling tortillas filled with a mixture of vegetables and meat, as well as cooking tortillas on a stovetop.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action was the cook performing?","Adding bread to the shawarma filling.","The cook was preparing a dish by rolling tortillas filled with a mixture of vegetables and meat, and then placing them onto a pan on the stove.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","How is the cook interacting with the food?","By stirring and combining ingredients.","The cook is actively engaged in the cooking process, using a spatula to flip the tortillas and stirring the filling with a fork.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Describe the cook's technique in the video clip.","Carefully scooping and spreading filling onto bread.","The cook demonstrates a meticulous and methodical approach to preparing the food, focusing on the precise placement and handling of the ingredients. The video captures the meticulous preparation of the food, including the careful placement of the tortillas on the griddle, the addition of the filling, and the careful handling of the tortillas. The cooking process is smooth and well-coordinated, showcasing the cook's expertise and attention to detail.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one dish being cooked simultaneously?","Yes.","Yes, there are two dishes being cooked simultaneously on the stove.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the cook wearing any protective gloves in the video?","No.","No, the cook is not wearing any protective gloves in the video.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video capture the addition of toppings to the shawarma?","No.","Yes, the video captures the addition of toppings to the shawarma, as the person adds the ingredients to the shawarma on the stovetop.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the mobile phone operated before rolling sauce in flat breads?","No","No, the mobile phone is not operated before rolling sauce in flat breads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I cut the tomatoes before preparing the shawarma?","Yes","Yes, the person in the video is seen cutting the tomatoes before preparing the shawarma.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma prepared before cutting tomatoes?","No","Yes, the shawarma is prepared before cutting tomatoes by being rolled out and cut into strips.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Do I roll sauce in flat breads after cutting tomatoes?","Yes","Yes, you roll sauce in flat breads after cutting tomatoes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the mobile phone operated after preparing the shawarma?","Yes","Yes, the mobile phone is placed on the counter next to the shawarma, indicating that it was used to take the photo of the shawarma being prepared.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action occurs just before I operated the mobile phone?","Rolling sauce in flat breads","Just before I operated the mobile phone, the person is seen holding a white bowl filled with chopped green and red vegetables.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do before cutting the tomatoes?","Nothing, it is the first action.","Before cutting the tomatoes, you should first peel them off the skin and then slice them into thin pieces.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before preparing the shawarma?","Operating the mobile phone","Just before preparing the shawarma, the person is seen holding a glass bowl filled with chopped vegetables, likely cilantro, and is about to add it to the shawarma wrap.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, did I open the kitchen drawers before cutting vegetables?","No","Yes, the person in the video opens the kitchen drawers before cutting vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the cooking of shawarma happen before regulating the cooker's heat?","Yes","Yes, the cooking of shawarma happens before regulating the cooker's heat, as the person is seen holding a shawarma wrap on a spatula, indicating that it is being prepared for cooking.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the mobile phone operated after the sauce is rolled in flatbreads?","Yes","No, the mobile phone is not operated after the sauce is rolled in flatbreads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is heat regulation done before cutting tomatoes with a knife?","No","Yes, the person is seen holding a knife and cutting tomatoes with a knife, indicating that heat regulation is being done before cutting tomatoes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video sequence, what do I do before cooking shawarma?","Cut vegetables","Before cooking shawarma, I open the oven door and place the shawarma wrap on the baking tray.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Describe the setting shown in the video clip.","A kitchen where shawarma is being prepared.","The video shows a kitchen setting where a person is preparing a meal involving tortillas, a pot of chili, and a bowl of vegetables. The kitchen counter is cluttered with various ingredients and utensils, and the person is using a spatula to fold tortillas and a fork to mix the vegetables. The scene transitions to a close-up of the person's hands as they fold the tortillas and mix the vegetables.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is happening in these new frames?","Shawarma is being filled with ingredients.","In these new frames, a person is preparing a dish that involves rolling tortillas filled with a mixture of beans and vegetables. The person is using a spatula to scoop the filling from a container and then spreading it onto the tortillas. The kitchen counter is filled with various ingredients and utensils, including a container of tortillas, a bowl of beans, and a bowl of vegetables. The person is using a spatula to spread the filling evenly on the tortillas.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the video making a meal?","Yes.","Yes","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the kitchen the main location in these frames?","Yes.","Yes, the kitchen is the main location in these frames, as it is the central setting where the cooking process is taking place.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video capture the moment of grilling meat for the shawarma?","No.","No, the video does not capture the moment of grilling meat for the shawarma. The focus is on the preparation of the shawarma wraps and the cooking process.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are spices being added to the food in this clip?","No.","Yes, spices are being added to the food in the pan on the stove.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma filling added to the bread before wrapping it?","Yes","Yes, the shawarma filling is added to the bread before wrapping it.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the chopping of vegetables occur before heating the pan?","No","No, the chopping of vegetables occurs after the pan is placed on the stove.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the stove turned off before removing the pan from heat?","Yes","Yes, the stove is turned off before removing the pan from heat.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the bread placed on the pan before adding fillings?","Yes","Yes, the bread is placed on the pan before adding fillings.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma served before adding sauce?","No","Yes, the shawarma is served before adding sauce.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What do I do before adding the shawarma filling to the bread?","Chop vegetables","Before adding the shawarma filling to the bread, you should first roll the tortilla and place it on the tray.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is done before turning off the stove?","Cook shawarma","Before turning off the stove, the person is seen holding a tortilla and a spatula, preparing to place it into the pan of the pot.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the immediate step before serving the shawarma?","Add sauce","The immediate step before serving the shawarma is placing the rolled-up tortillas on the tray.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the sauce added to the flat bread before cutting the tomatoes?","No","No, the sauce is not added to the flat bread before cutting the tomatoes.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the person operate the mobile phone after rolling the sauce in the flat breads?","Yes","No, the person does not operate the mobile phone after rolling the sauce in the flat breads.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma prepared before the tomatoes are cut with a knife?","Yes","Yes, the shawarma is prepared before the tomatoes are cut with a knife.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, does rolling the sauce happen before the shawarma preparation?","No","No, the video does not show rolling the sauce before the shawarma preparation.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the flat bread used before operating the mobile phone?","Yes","No, the flat bread is not used before operating the mobile phone.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What setting is portrayed in the latest clip?","A kitchen setting.","The latest clip portrays a kitchen setting with a Christmas tree in the background.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What activity is featured in the frame?","Preparing shawarma.","The activity featured in the frame is the preparation of a dish involving tortillas, green vegetables, and cilantro.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma preparation process completed in the clip?","No.","Yes, the shawarma preparation process is completed in the clip. The person is holding the shawarma, which is now fully assembled, ready to be cooked.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one person visible in the kitchen?","No.","Yes, there is another person visible in the kitchen, partially visible on the left side of the frame.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the clip show any cooking appliances being used?","No.","No, the clip does not show any cooking appliances being used. The focus is on the hands and the food preparation process.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there any sign of food already cooked in the scene?","No.","Yes, there is a bowl of cooked tortillas visible in the background, suggesting that the food preparation is ongoing.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the frame wearing gloves?","No.","No, the person in the frame is not wearing gloves.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the meat added to the shawarma wrap before chopping the herbs?","No","No, the meat is not added to the shawarma wrap before chopping the herbs.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma wrap prepared before the vegetables are chopped?","Yes","Yes, the shawarma wrap is prepared before the vegetables are chopped.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does chopping herbs happen after the vegetables are mixed in the bowl?","No","No, the chopping herbs happens after the vegetables are mixed in the bowl.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the shawarma meat cooked before the vegetables are cut?","Yes","No, the shawarma meat is not cooked before the vegetables are cut.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens just before the shawarma meat is added to the wrap in the video?","The vegetables are mixed in a bowl","Just before the shawarma meat is added to the wrap, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the wrap.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What action takes place before the wrap is rolled up in the video?","The meat and vegetables are added to it","Before the wrap is rolled up, the person is seen spreading the green vegetable mixture on the tortillas.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the meat placed on the bread before adding vegetables?","No","No, the meat is not placed on the bread before adding vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the bread toasted before spreading the meat on it?","No","No, the bread is not toasted before spreading the meat on it.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the clip, is the chopping of vegetables shown before the frying of meat?","Yes","No, the chopping of vegetables is shown after the frying of meat.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does the video show adding condiments after the meat is placed on the bread?","Yes","No, the video does not show adding condiments after the meat is placed on the bread.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What occurs just before the meat is added to the bread in the video?","Vegetables are chopped","Just before the meat is added to the bread, the person is seen holding a bowl of chopped green herbs, likely cilantro, and preparing to add it to the bread.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video sequence, what do we see happening before the bread is picked up?","Vegetables being sautéed","Before the bread is picked up, we see a person with red nail polish, holding a bowl of chopped green herbs, and preparing to add them to the pan.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Before the chopping of vegetables, what event is shown in the clip?","Preparing other ingredients","The clip shows a Christmas tree decorated with lights and ornaments, indicating the event is likely the holiday season.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What does the cook do before adding condiments to the shawarma?","Place meat on the bread","The cook adds a red chili pepper to the shawarma before adding condiments to it.","What event order"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What is the setting of this scene?","A kitchen.","The setting of this scene is a kitchen with a Christmas tree in the background, indicating a festive or holiday season.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What culinary activity is taking place?","Preparing shawarma.","The culinary activity taking place is the preparation of a dish involving tortillas, meat, and a sauce.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Which type of cuisine is being worked on?","Middle Eastern, specifically shawarma.","The cuisine being worked on is likely Mexican, as indicated by the ingredients and the style of the food being prepared.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are any other tasks being carried out besides cooking?","No, just cooking.","Yes, the person is also seen holding a bowl of chopped vegetables and a spoon, possibly preparing to add them to the dish.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the kitchen residential or commercial?","It appears residential.","The kitchen appears to be residential, as indicated by the presence of a Christmas tree and the festive decorations.","Scene Summary"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is any equipment being used in the action?","Yes, a knife for chopping.","Yes, a spatula is being used to stir the mixture in the pan.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person cooking alone or with others?","The clip only shows one person cooking.","The person is cooking alone.","Action Caption"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is there more than one person in this scene?","No.","Yes, there is more than one person in this scene.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Has the meal been completed in this frame?","No.","Yes, the meal has been completed in this frame. The person is holding a tortilla filled with a mixture, and the pan of chili is being stirred.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the person in the video cleaning?","No.","No, the person is not cleaning; they are actively preparing food.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does this clip show the finished shawarma dish?","No.","Yes, the clip shows the finished shawarma dish, which includes a filling of meat and vegetables, wrapped in a tortilla, and placed on a tray.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Are there any children present in this video?","No.","No, there are no children present in this video.","Whether Something Happened(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, is the shawarma prepared after I washed the vegetables?","No","No, the shawarma is not prepared after I washed the vegetables.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the video, do I chop the parsley before assembling the shawarma?","Yes","Yes, you chop the parsley before assembling the shawarma.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Does cutting tomatoes occur before the marinating of meat?","Yes","No, the video does not show the cutting of tomatoes before the marinating of meat.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","In the clip, is the garlic crushed before the tzatziki sauce is mixed?","Yes","Yes, the garlic is crushed before the tzatziki sauce is mixed.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","Is the lettuce shredded after the hummus is spread on the bread?","Yes","No, the lettuce is not shredded after the hummus is spread on the bread.","Order Judging(Y/N)"
"9198b9a4-8d8f-4ba6-9924-4c86982d890a","What happens before I season the shawarma meat?","Chopping onions","Before seasoning the shawarma meat, the person uses a fork to scoop a portion of the meat from a bowl and places it onto a tortilla.","What event order"
